"Código","Unidade Territorial","UF","Referência","Pessoas beneficiárias no PBF (até Out/2021)","Pessoas beneficiárias no PBF (a partir de Mar/2023)"
"330010","ANGRA DOS REIS","RJ","08/2023","","48099"
"330010","ANGRA DOS REIS","RJ","04/2023","","49156"
"330010","ANGRA DOS REIS","RJ","06/2023","","49113"
"330010","ANGRA DOS REIS","RJ","11/2024","","45570"
"330010","ANGRA DOS REIS","RJ","03/2024","","45230"
"330010","ANGRA DOS REIS","RJ","08/2014","36588",""
"330010","ANGRA DOS REIS","RJ","03/2023","","49401"
"330010","ANGRA DOS REIS","RJ","12/2024","","45702"
"330010","ANGRA DOS REIS","RJ","06/2024","","43853"
"330010","ANGRA DOS REIS","RJ","07/2023","","48226"
"330010","ANGRA DOS REIS","RJ","05/2023","","49111"
"330010","ANGRA DOS REIS","RJ","08/2024","","44570"
"330010","ANGRA DOS REIS","RJ","11/2023","","46334"
"330010","ANGRA DOS REIS","RJ","01/2024","","46829"
"330010","ANGRA DOS REIS","RJ","10/2024","","44865"
"330010","ANGRA DOS REIS","RJ","07/2024","","45095"
"330010","ANGRA DOS REIS","RJ","10/2014","36694",""
"330010","ANGRA DOS REIS","RJ","07/2014","36952",""
"330010","ANGRA DOS REIS","RJ","04/2024","","45029"
"330010","ANGRA DOS REIS","RJ","04/2014","35501",""
"330010","ANGRA DOS REIS","RJ","05/2024","","44268"
"330010","ANGRA DOS REIS","RJ","09/2024","","44143"
"330010","ANGRA DOS REIS","RJ","12/2023","","47001"
"330010","ANGRA DOS REIS","RJ","02/2024","","45765"
"330010","ANGRA DOS REIS","RJ","09/2023","","47737"
"330010","ANGRA DOS REIS","RJ","10/2023","","47211"
"330010","ANGRA DOS REIS","RJ","04/2018","28770",""
"330010","ANGRA DOS REIS","RJ","09/2018","29040",""
"330010","ANGRA DOS REIS","RJ","01/2017","33479",""
"330010","ANGRA DOS REIS","RJ","10/2018","29546",""
"330010","ANGRA DOS REIS","RJ","08/2018","29960",""
"330010","ANGRA DOS REIS","RJ","02/2017","33684",""
"330010","ANGRA DOS REIS","RJ","05/2017","31262",""
"330010","ANGRA DOS REIS","RJ","07/2018","29251",""
"330010","ANGRA DOS REIS","RJ","02/2018","30940",""
"330010","ANGRA DOS REIS","RJ","10/2017","29814",""
"330010","ANGRA DOS REIS","RJ","01/2018","30292",""
"330010","ANGRA DOS REIS","RJ","12/2018","30290",""
"330010","ANGRA DOS REIS","RJ","06/2017","31150",""
"330010","ANGRA DOS REIS","RJ","04/2017","32454",""
"330010","ANGRA DOS REIS","RJ","02/2016","37470",""
"330010","ANGRA DOS REIS","RJ","11/2018","30485",""
"330010","ANGRA DOS REIS","RJ","06/2018","29011",""
"330010","ANGRA DOS REIS","RJ","12/2017","29832",""
"330010","ANGRA DOS REIS","RJ","05/2014","34772",""
"330010","ANGRA DOS REIS","RJ","03/2018","30896",""
"330010","ANGRA DOS REIS","RJ","08/2017","30388",""
"330010","ANGRA DOS REIS","RJ","07/2017","27495",""
"330010","ANGRA DOS REIS","RJ","11/2017","29754",""
"330010","ANGRA DOS REIS","RJ","03/2017","33401",""
"330010","ANGRA DOS REIS","RJ","05/2018","28960",""
"330010","ANGRA DOS REIS","RJ","05/2020","33280",""
"330010","ANGRA DOS REIS","RJ","10/2016","34835",""
"330010","ANGRA DOS REIS","RJ","01/2020","28611",""
"330010","ANGRA DOS REIS","RJ","11/2016","33701",""
"330010","ANGRA DOS REIS","RJ","07/2020","33280",""
"330010","ANGRA DOS REIS","RJ","09/2020","33235",""
"330010","ANGRA DOS REIS","RJ","05/2016","35941",""
"330010","ANGRA DOS REIS","RJ","05/2025","","45829"
"330010","ANGRA DOS REIS","RJ","04/2016","36491",""
"330010","ANGRA DOS REIS","RJ","04/2025","","45887"
"330010","ANGRA DOS REIS","RJ","01/2025","","45551"
"330010","ANGRA DOS REIS","RJ","04/2020","33295",""
"330010","ANGRA DOS REIS","RJ","03/2025","","45978"
"330010","ANGRA DOS REIS","RJ","07/2016","35411",""
"330010","ANGRA DOS REIS","RJ","06/2016","35667",""
"330010","ANGRA DOS REIS","RJ","02/2025","","45852"
"330010","ANGRA DOS REIS","RJ","09/2016","35267",""
"330010","ANGRA DOS REIS","RJ","06/2020","33280",""
"330010","ANGRA DOS REIS","RJ","12/2016","35030",""
"330010","ANGRA DOS REIS","RJ","08/2016","35000",""
"330010","ANGRA DOS REIS","RJ","02/2020","28614",""
"330010","ANGRA DOS REIS","RJ","01/2016","37541",""
"330010","ANGRA DOS REIS","RJ","03/2016","36769",""
"330010","ANGRA DOS REIS","RJ","03/2020","27900",""
"330010","ANGRA DOS REIS","RJ","08/2020","33280",""
"330010","ANGRA DOS REIS","RJ","12/2020","33235",""
"330010","ANGRA DOS REIS","RJ","11/2020","33235",""
"330010","ANGRA DOS REIS","RJ","10/2020","33235",""
"330010","ANGRA DOS REIS","RJ","02/2014","33983",""
"330010","ANGRA DOS REIS","RJ","07/2019","30787",""
"330010","ANGRA DOS REIS","RJ","05/2021","32628",""
"330010","ANGRA DOS REIS","RJ","01/2019","28913",""
"330010","ANGRA DOS REIS","RJ","10/2021","32567",""
"330010","ANGRA DOS REIS","RJ","09/2017","30068",""
"330010","ANGRA DOS REIS","RJ","03/2021","32658",""
"330010","ANGRA DOS REIS","RJ","03/2019","30615",""
"330010","ANGRA DOS REIS","RJ","02/2021","32727",""
"330010","ANGRA DOS REIS","RJ","08/2021","32570",""
"330010","ANGRA DOS REIS","RJ","02/2019","30006",""
"330010","ANGRA DOS REIS","RJ","12/2013","33995",""
"330010","ANGRA DOS REIS","RJ","11/2019","28688",""
"330010","ANGRA DOS REIS","RJ","09/2019","29818",""
"330010","ANGRA DOS REIS","RJ","06/2019","31243",""
"330010","ANGRA DOS REIS","RJ","01/2021","33089",""
"330010","ANGRA DOS REIS","RJ","05/2019","31765",""
"330010","ANGRA DOS REIS","RJ","08/2019","30701",""
"330010","ANGRA DOS REIS","RJ","04/2021","32628",""
"330010","ANGRA DOS REIS","RJ","09/2021","32567",""
"330010","ANGRA DOS REIS","RJ","06/2014","35712",""
"330010","ANGRA DOS REIS","RJ","12/2019","28611",""
"330010","ANGRA DOS REIS","RJ","06/2021","32626",""
"330010","ANGRA DOS REIS","RJ","10/2019","29704",""
"330010","ANGRA DOS REIS","RJ","04/2019","30803",""
"330010","ANGRA DOS REIS","RJ","07/2021","32626",""
"330010","ANGRA DOS REIS","RJ","08/2015","35813",""
"330010","ANGRA DOS REIS","RJ","02/2015","36749",""
"330010","ANGRA DOS REIS","RJ","04/2015","36019",""
"330010","ANGRA DOS REIS","RJ","06/2015","35777",""
"330010","ANGRA DOS REIS","RJ","03/2014","35237",""
"330010","ANGRA DOS REIS","RJ","07/2015","36025",""
"330010","ANGRA DOS REIS","RJ","01/2014","33849",""
"330010","ANGRA DOS REIS","RJ","10/2015","33640",""
"330010","ANGRA DOS REIS","RJ","12/2015","34459",""
"330010","ANGRA DOS REIS","RJ","01/2015","36388",""
"330010","ANGRA DOS REIS","RJ","11/2014","36637",""
"330010","ANGRA DOS REIS","RJ","09/2014","36669",""
"330010","ANGRA DOS REIS","RJ","11/2015","33442",""
"330010","ANGRA DOS REIS","RJ","09/2015","34966",""
"330010","ANGRA DOS REIS","RJ","05/2015","35772",""
"330010","ANGRA DOS REIS","RJ","12/2014","36459",""
"330010","ANGRA DOS REIS","RJ","03/2015","36772",""
"330015","APERIBÉ","RJ","11/2015","2132",""
"330015","APERIBÉ","RJ","05/2015","2080",""
"330015","APERIBÉ","RJ","12/2015","2166",""
"330015","APERIBÉ","RJ","08/2015","2092",""
"330015","APERIBÉ","RJ","09/2015","2203",""
"330015","APERIBÉ","RJ","03/2014","2376",""
"330015","APERIBÉ","RJ","02/2015","2261",""
"330015","APERIBÉ","RJ","07/2015","2005",""
"330015","APERIBÉ","RJ","06/2015","2091",""
"330015","APERIBÉ","RJ","10/2015","2162",""
"330015","APERIBÉ","RJ","01/2015","2265",""
"330015","APERIBÉ","RJ","04/2015","2093",""
"330015","APERIBÉ","RJ","03/2015","2257",""
"330015","APERIBÉ","RJ","07/2014","2342",""
"330015","APERIBÉ","RJ","06/2014","2401",""
"330015","APERIBÉ","RJ","09/2020","1972",""
"330015","APERIBÉ","RJ","08/2020","1990",""
"330015","APERIBÉ","RJ","01/2025","","2661"
"330015","APERIBÉ","RJ","11/2016","2186",""
"330015","APERIBÉ","RJ","12/2020","1972",""
"330015","APERIBÉ","RJ","03/2020","1693",""
"330015","APERIBÉ","RJ","01/2020","1721",""
"330015","APERIBÉ","RJ","02/2025","","2664"
"330015","APERIBÉ","RJ","07/2020","1990",""
"330015","APERIBÉ","RJ","04/2020","1990",""
"330015","APERIBÉ","RJ","04/2016","2144",""
"330015","APERIBÉ","RJ","07/2016","2219",""
"330015","APERIBÉ","RJ","05/2016","2132",""
"330015","APERIBÉ","RJ","02/2020","1721",""
"330015","APERIBÉ","RJ","10/2016","2258",""
"330015","APERIBÉ","RJ","03/2025","","2719"
"330015","APERIBÉ","RJ","08/2016","2219",""
"330015","APERIBÉ","RJ","05/2020","1990",""
"330015","APERIBÉ","RJ","10/2020","1972",""
"330015","APERIBÉ","RJ","03/2016","2134",""
"330015","APERIBÉ","RJ","11/2020","1972",""
"330015","APERIBÉ","RJ","02/2016","2137",""
"330015","APERIBÉ","RJ","05/2025","","2713"
"330015","APERIBÉ","RJ","01/2016","2132",""
"330015","APERIBÉ","RJ","05/2014","2374",""
"330015","APERIBÉ","RJ","06/2020","1990",""
"330015","APERIBÉ","RJ","04/2025","","2719"
"330015","APERIBÉ","RJ","01/2014","2401",""
"330015","APERIBÉ","RJ","06/2024","","2807"
"330015","APERIBÉ","RJ","08/2014","2301",""
"330015","APERIBÉ","RJ","03/2024","","2769"
"330015","APERIBÉ","RJ","10/2024","","2756"
"330015","APERIBÉ","RJ","07/2023","","2594"
"330015","APERIBÉ","RJ","11/2023","","2822"
"330015","APERIBÉ","RJ","09/2024","","2799"
"330015","APERIBÉ","RJ","08/2023","","2789"
"330015","APERIBÉ","RJ","05/2023","","2656"
"330015","APERIBÉ","RJ","02/2014","2406",""
"330015","APERIBÉ","RJ","09/2023","","2796"
"330015","APERIBÉ","RJ","05/2024","","2800"
"330015","APERIBÉ","RJ","12/2024","","2687"
"330015","APERIBÉ","RJ","10/2014","2302",""
"330015","APERIBÉ","RJ","11/2024","","2740"
"330015","APERIBÉ","RJ","04/2024","","2755"
"330015","APERIBÉ","RJ","02/2024","","2795"
"330015","APERIBÉ","RJ","07/2024","","2793"
"330015","APERIBÉ","RJ","04/2014","2401",""
"330015","APERIBÉ","RJ","10/2023","","2819"
"330015","APERIBÉ","RJ","08/2024","","2789"
"330015","APERIBÉ","RJ","04/2023","","2682"
"330015","APERIBÉ","RJ","12/2023","","2839"
"330015","APERIBÉ","RJ","09/2014","2309",""
"330015","APERIBÉ","RJ","06/2023","","2644"
"330015","APERIBÉ","RJ","03/2023","","2693"
"330015","APERIBÉ","RJ","01/2024","","2844"
"330015","APERIBÉ","RJ","11/2018","1822",""
"330015","APERIBÉ","RJ","12/2017","1861",""
"330015","APERIBÉ","RJ","09/2018","1736",""
"330015","APERIBÉ","RJ","05/2017","1964",""
"330015","APERIBÉ","RJ","11/2017","1860",""
"330015","APERIBÉ","RJ","05/2018","1771",""
"330015","APERIBÉ","RJ","02/2018","1912",""
"330015","APERIBÉ","RJ","04/2017","2011",""
"330015","APERIBÉ","RJ","06/2018","1738",""
"330015","APERIBÉ","RJ","07/2017","1814",""
"330015","APERIBÉ","RJ","02/2017","2105",""
"330015","APERIBÉ","RJ","04/2018","1786",""
"330015","APERIBÉ","RJ","12/2018","1807",""
"330015","APERIBÉ","RJ","10/2017","1854",""
"330015","APERIBÉ","RJ","09/2017","1812",""
"330015","APERIBÉ","RJ","01/2018","1892",""
"330015","APERIBÉ","RJ","08/2017","1831",""
"330015","APERIBÉ","RJ","03/2018","1921",""
"330015","APERIBÉ","RJ","09/2016","2203",""
"330015","APERIBÉ","RJ","07/2018","1757",""
"330015","APERIBÉ","RJ","06/2016","2129",""
"330015","APERIBÉ","RJ","10/2018","1743",""
"330015","APERIBÉ","RJ","03/2017","2084",""
"330015","APERIBÉ","RJ","06/2017","1949",""
"330015","APERIBÉ","RJ","08/2018","1770",""
"330015","APERIBÉ","RJ","12/2016","2185",""
"330015","APERIBÉ","RJ","09/2019","1804",""
"330015","APERIBÉ","RJ","12/2014","2277",""
"330015","APERIBÉ","RJ","07/2019","1876",""
"330015","APERIBÉ","RJ","01/2021","1948",""
"330015","APERIBÉ","RJ","01/2017","2089",""
"330015","APERIBÉ","RJ","07/2021","2075",""
"330015","APERIBÉ","RJ","01/2019","1825",""
"330015","APERIBÉ","RJ","02/2021","1919",""
"330015","APERIBÉ","RJ","06/2019","1899",""
"330015","APERIBÉ","RJ","03/2021","2049",""
"330015","APERIBÉ","RJ","08/2021","2049",""
"330015","APERIBÉ","RJ","06/2021","2075",""
"330015","APERIBÉ","RJ","05/2021","2075",""
"330015","APERIBÉ","RJ","11/2014","2304",""
"330015","APERIBÉ","RJ","04/2021","2075",""
"330015","APERIBÉ","RJ","12/2019","1732",""
"330015","APERIBÉ","RJ","03/2019","1889",""
"330015","APERIBÉ","RJ","05/2019","1941",""
"330015","APERIBÉ","RJ","10/2019","1815",""
"330015","APERIBÉ","RJ","02/2019","1873",""
"330015","APERIBÉ","RJ","12/2013","2457",""
"330015","APERIBÉ","RJ","10/2021","2049",""
"330015","APERIBÉ","RJ","08/2019","1856",""
"330015","APERIBÉ","RJ","04/2019","1900",""
"330015","APERIBÉ","RJ","11/2019","1737",""
"330015","APERIBÉ","RJ","09/2021","2049",""
"330020","ARARUAMA","RJ","01/2019","32772",""
"330020","ARARUAMA","RJ","04/2021","30176",""
"330020","ARARUAMA","RJ","03/2021","30204",""
"330020","ARARUAMA","RJ","02/2019","33045",""
"330020","ARARUAMA","RJ","11/2019","31590",""
"330020","ARARUAMA","RJ","03/2019","33522",""
"330020","ARARUAMA","RJ","09/2019","32559",""
"330020","ARARUAMA","RJ","04/2014","31826",""
"330020","ARARUAMA","RJ","06/2021","30176",""
"330020","ARARUAMA","RJ","08/2019","33295",""
"330020","ARARUAMA","RJ","02/2021","30304",""
"330020","ARARUAMA","RJ","10/2021","30101",""
"330020","ARARUAMA","RJ","09/2021","30101",""
"330020","ARARUAMA","RJ","12/2013","31610",""
"330020","ARARUAMA","RJ","12/2019","31536",""
"330020","ARARUAMA","RJ","05/2014","31579",""
"330020","ARARUAMA","RJ","09/2014","32698",""
"330020","ARARUAMA","RJ","08/2021","30101",""
"330020","ARARUAMA","RJ","01/2021","30667",""
"330020","ARARUAMA","RJ","04/2019","33653",""
"330020","ARARUAMA","RJ","07/2021","30176",""
"330020","ARARUAMA","RJ","05/2021","30176",""
"330020","ARARUAMA","RJ","06/2019","33809",""
"330020","ARARUAMA","RJ","10/2019","32526",""
"330020","ARARUAMA","RJ","05/2019","34370",""
"330020","ARARUAMA","RJ","07/2019","33393",""
"330020","ARARUAMA","RJ","07/2024","","41545"
"330020","ARARUAMA","RJ","04/2024","","42168"
"330020","ARARUAMA","RJ","12/2023","","43423"
"330020","ARARUAMA","RJ","06/2023","","40892"
"330020","ARARUAMA","RJ","08/2024","","41488"
"330020","ARARUAMA","RJ","05/2024","","42042"
"330020","ARARUAMA","RJ","10/2023","","41244"
"330020","ARARUAMA","RJ","12/2024","","40542"
"330020","ARARUAMA","RJ","04/2023","","40980"
"330020","ARARUAMA","RJ","06/2024","","42037"
"330020","ARARUAMA","RJ","11/2024","","40755"
"330020","ARARUAMA","RJ","09/2024","","41358"
"330020","ARARUAMA","RJ","02/2014","31244",""
"330020","ARARUAMA","RJ","08/2023","","40181"
"330020","ARARUAMA","RJ","02/2024","","41883"
"330020","ARARUAMA","RJ","03/2024","","41947"
"330020","ARARUAMA","RJ","03/2023","","41105"
"330020","ARARUAMA","RJ","10/2024","","40655"
"330020","ARARUAMA","RJ","05/2023","","40903"
"330020","ARARUAMA","RJ","03/2014","31651",""
"330020","ARARUAMA","RJ","01/2024","","43532"
"330020","ARARUAMA","RJ","07/2023","","40222"
"330020","ARARUAMA","RJ","11/2023","","43831"
"330020","ARARUAMA","RJ","09/2023","","41408"
"330020","ARARUAMA","RJ","07/2014","33146",""
"330020","ARARUAMA","RJ","11/2014","32831",""
"330020","ARARUAMA","RJ","09/2015","31122",""
"330020","ARARUAMA","RJ","08/2014","32560",""
"330020","ARARUAMA","RJ","11/2015","30369",""
"330020","ARARUAMA","RJ","06/2015","32094",""
"330020","ARARUAMA","RJ","10/2014","32746",""
"330020","ARARUAMA","RJ","02/2015","32970",""
"330020","ARARUAMA","RJ","12/2015","30601",""
"330020","ARARUAMA","RJ","04/2015","32100",""
"330020","ARARUAMA","RJ","05/2015","32120",""
"330020","ARARUAMA","RJ","03/2015","32912",""
"330020","ARARUAMA","RJ","01/2015","32909",""
"330020","ARARUAMA","RJ","10/2015","30406",""
"330020","ARARUAMA","RJ","01/2014","31369",""
"330020","ARARUAMA","RJ","12/2014","32893",""
"330020","ARARUAMA","RJ","07/2015","32127",""
"330020","ARARUAMA","RJ","08/2015","32082",""
"330020","ARARUAMA","RJ","06/2016","32540",""
"330020","ARARUAMA","RJ","12/2020","30751",""
"330020","ARARUAMA","RJ","10/2020","30751",""
"330020","ARARUAMA","RJ","04/2025","","39669"
"330020","ARARUAMA","RJ","08/2020","30806",""
"330020","ARARUAMA","RJ","09/2016","30677",""
"330020","ARARUAMA","RJ","03/2025","","39660"
"330020","ARARUAMA","RJ","03/2016","32985",""
"330020","ARARUAMA","RJ","10/2016","30335",""
"330020","ARARUAMA","RJ","11/2020","30751",""
"330020","ARARUAMA","RJ","07/2016","32439",""
"330020","ARARUAMA","RJ","06/2020","30806",""
"330020","ARARUAMA","RJ","01/2016","32777",""
"330020","ARARUAMA","RJ","05/2025","","39675"
"330020","ARARUAMA","RJ","02/2025","","39963"
"330020","ARARUAMA","RJ","11/2016","29578",""
"330020","ARARUAMA","RJ","03/2020","30836",""
"330020","ARARUAMA","RJ","01/2020","31439",""
"330020","ARARUAMA","RJ","01/2025","","39952"
"330020","ARARUAMA","RJ","12/2016","30216",""
"330020","ARARUAMA","RJ","02/2020","31443",""
"330020","ARARUAMA","RJ","08/2016","32189",""
"330020","ARARUAMA","RJ","09/2020","30751",""
"330020","ARARUAMA","RJ","04/2020","30780",""
"330020","ARARUAMA","RJ","02/2016","32725",""
"330020","ARARUAMA","RJ","05/2020","30810",""
"330020","ARARUAMA","RJ","06/2014","31624",""
"330020","ARARUAMA","RJ","04/2016","32865",""
"330020","ARARUAMA","RJ","07/2020","30806",""
"330020","ARARUAMA","RJ","08/2018","33418",""
"330020","ARARUAMA","RJ","09/2017","32367",""
"330020","ARARUAMA","RJ","09/2018","32669",""
"330020","ARARUAMA","RJ","10/2017","32672",""
"330020","ARARUAMA","RJ","10/2018","33322",""
"330020","ARARUAMA","RJ","07/2017","29473",""
"330020","ARARUAMA","RJ","11/2018","34069",""
"330020","ARARUAMA","RJ","04/2018","33622",""
"330020","ARARUAMA","RJ","03/2017","31486",""
"330020","ARARUAMA","RJ","05/2018","34176",""
"330020","ARARUAMA","RJ","07/2018","33147",""
"330020","ARARUAMA","RJ","06/2017","30548",""
"330020","ARARUAMA","RJ","05/2017","30723",""
"330020","ARARUAMA","RJ","08/2017","32367",""
"330020","ARARUAMA","RJ","03/2018","34509",""
"330020","ARARUAMA","RJ","12/2017","33660",""
"330020","ARARUAMA","RJ","06/2018","32866",""
"330020","ARARUAMA","RJ","11/2017","33265",""
"330020","ARARUAMA","RJ","04/2017","31245",""
"330020","ARARUAMA","RJ","01/2017","31428",""
"330020","ARARUAMA","RJ","02/2017","31625",""
"330020","ARARUAMA","RJ","12/2018","33964",""
"330020","ARARUAMA","RJ","01/2018","34107",""
"330020","ARARUAMA","RJ","02/2018","34383",""
"330020","ARARUAMA","RJ","05/2016","32658",""
"330022","AREAL","RJ","12/2016","3153",""
"330022","AREAL","RJ","04/2017","3106",""
"330022","AREAL","RJ","05/2017","3086",""
"330022","AREAL","RJ","07/2017","2947",""
"330022","AREAL","RJ","07/2016","3024",""
"330022","AREAL","RJ","03/2017","3148",""
"330022","AREAL","RJ","09/2017","3073",""
"330022","AREAL","RJ","02/2017","3166",""
"330022","AREAL","RJ","05/2018","3089",""
"330022","AREAL","RJ","09/2018","2804",""
"330022","AREAL","RJ","03/2014","3269",""
"330022","AREAL","RJ","06/2017","3069",""
"330022","AREAL","RJ","12/2017","3162",""
"330022","AREAL","RJ","10/2016","3146",""
"330022","AREAL","RJ","06/2018","2757",""
"330022","AREAL","RJ","07/2018","2805",""
"330022","AREAL","RJ","04/2018","3034",""
"330022","AREAL","RJ","11/2017","3149",""
"330022","AREAL","RJ","12/2018","2988",""
"330022","AREAL","RJ","01/2018","3193",""
"330022","AREAL","RJ","09/2016","3139",""
"330022","AREAL","RJ","10/2017","3100",""
"330022","AREAL","RJ","03/2018","3203",""
"330022","AREAL","RJ","02/2018","3184",""
"330022","AREAL","RJ","10/2014","3263",""
"330022","AREAL","RJ","01/2017","3113",""
"330022","AREAL","RJ","08/2018","2865",""
"330022","AREAL","RJ","10/2018","2869",""
"330022","AREAL","RJ","11/2018","2943",""
"330022","AREAL","RJ","03/2015","3257",""
"330022","AREAL","RJ","08/2015","3149",""
"330022","AREAL","RJ","04/2015","3189",""
"330022","AREAL","RJ","09/2015","3057",""
"330022","AREAL","RJ","06/2014","3239",""
"330022","AREAL","RJ","02/2015","3252",""
"330022","AREAL","RJ","02/2014","3142",""
"330022","AREAL","RJ","06/2015","3176",""
"330022","AREAL","RJ","01/2015","3216",""
"330022","AREAL","RJ","11/2015","3139",""
"330022","AREAL","RJ","12/2015","3174",""
"330022","AREAL","RJ","05/2015","3173",""
"330022","AREAL","RJ","10/2015","3088",""
"330022","AREAL","RJ","07/2015","3161",""
"330022","AREAL","RJ","08/2014","3276",""
"330022","AREAL","RJ","09/2014","3263",""
"330022","AREAL","RJ","08/2017","3123",""
"330022","AREAL","RJ","05/2014","3233",""
"330022","AREAL","RJ","08/2021","2807",""
"330022","AREAL","RJ","09/2019","2738",""
"330022","AREAL","RJ","07/2014","3344",""
"330022","AREAL","RJ","03/2019","2908",""
"330022","AREAL","RJ","12/2013","3131",""
"330022","AREAL","RJ","08/2019","2797",""
"330022","AREAL","RJ","01/2021","2836",""
"330022","AREAL","RJ","06/2019","2871",""
"330022","AREAL","RJ","10/2021","2807",""
"330022","AREAL","RJ","03/2021","2807",""
"330022","AREAL","RJ","04/2019","2898",""
"330022","AREAL","RJ","01/2019","2847",""
"330022","AREAL","RJ","11/2019","2711",""
"330022","AREAL","RJ","07/2019","2811",""
"330022","AREAL","RJ","04/2021","2835",""
"330022","AREAL","RJ","02/2021","2809",""
"330022","AREAL","RJ","09/2021","2807",""
"330022","AREAL","RJ","06/2021","2835",""
"330022","AREAL","RJ","05/2021","2835",""
"330022","AREAL","RJ","10/2019","2738",""
"330022","AREAL","RJ","05/2019","2917",""
"330022","AREAL","RJ","07/2021","2835",""
"330022","AREAL","RJ","02/2019","2856",""
"330022","AREAL","RJ","12/2019","2711",""
"330022","AREAL","RJ","11/2023","","2998"
"330022","AREAL","RJ","07/2024","","2885"
"330022","AREAL","RJ","06/2023","","3008"
"330022","AREAL","RJ","09/2023","","3027"
"330022","AREAL","RJ","12/2024","","2710"
"330022","AREAL","RJ","10/2024","","2803"
"330022","AREAL","RJ","01/2014","3093",""
"330022","AREAL","RJ","10/2023","","3060"
"330022","AREAL","RJ","05/2023","","2974"
"330022","AREAL","RJ","11/2014","3271",""
"330022","AREAL","RJ","09/2024","","2835"
"330022","AREAL","RJ","04/2014","3253",""
"330022","AREAL","RJ","07/2023","","3129"
"330022","AREAL","RJ","03/2024","","2900"
"330022","AREAL","RJ","12/2014","3243",""
"330022","AREAL","RJ","12/2023","","3002"
"330022","AREAL","RJ","05/2024","","2925"
"330022","AREAL","RJ","01/2024","","2954"
"330022","AREAL","RJ","08/2023","","3022"
"330022","AREAL","RJ","06/2024","","2915"
"330022","AREAL","RJ","03/2023","","2920"
"330022","AREAL","RJ","04/2023","","2948"
"330022","AREAL","RJ","02/2024","","2916"
"330022","AREAL","RJ","04/2024","","2922"
"330022","AREAL","RJ","11/2024","","2773"
"330022","AREAL","RJ","08/2024","","2854"
"330022","AREAL","RJ","02/2016","3162",""
"330022","AREAL","RJ","02/2025","","2637"
"330022","AREAL","RJ","08/2020","2880",""
"330022","AREAL","RJ","06/2016","3036",""
"330022","AREAL","RJ","09/2020","2855",""
"330022","AREAL","RJ","03/2025","","2616"
"330022","AREAL","RJ","07/2020","2880",""
"330022","AREAL","RJ","11/2016","3021",""
"330022","AREAL","RJ","08/2016","3002",""
"330022","AREAL","RJ","01/2025","","2664"
"330022","AREAL","RJ","04/2025","","2625"
"330022","AREAL","RJ","03/2020","2637",""
"330022","AREAL","RJ","05/2020","2880",""
"330022","AREAL","RJ","12/2020","2855",""
"330022","AREAL","RJ","01/2016","3196",""
"330022","AREAL","RJ","04/2016","3141",""
"330022","AREAL","RJ","04/2020","2887",""
"330022","AREAL","RJ","06/2020","2880",""
"330022","AREAL","RJ","11/2020","2855",""
"330022","AREAL","RJ","10/2020","2855",""
"330022","AREAL","RJ","01/2020","2692",""
"330022","AREAL","RJ","05/2016","3107",""
"330022","AREAL","RJ","05/2025","","2529"
"330022","AREAL","RJ","03/2016","3185",""
"330022","AREAL","RJ","02/2020","2690",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","07/2016","4528",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","08/2020","4975",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","03/2025","","8680"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","02/2025","","8750"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","06/2020","4975",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","08/2016","4501",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","03/2016","4610",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","04/2025","","8709"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","11/2016","4514",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","01/2025","","8720"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","12/2020","4985",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","10/2020","4985",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","01/2016","4836",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","02/2016","4826",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","07/2020","4975",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","06/2016","4499",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","02/2020","4789",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","05/2016","4569",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","09/2020","4985",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","10/2016","4560",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","03/2020","4734",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","12/2016","4431",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","04/2020","4977",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","01/2020","4778",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","05/2025","","8681"
"330023","ARMAÇÃO DOS BÚZIOS","RJ","11/2020","4985",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","05/2020","4975",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","04/2019","5150",""
"330023","ARMAÇÃO DOS BÚZIOS","RJ","07/2021","5021",""
