"Código","Unidade Territorial","UF","Referência","Pessoas beneficiárias no PBF (até Out/2021)","Pessoas beneficiárias no PBF (a partir de Mar/2023)"
"330500","SÃO JOÃO DA BARRA","RJ","04/2021","9998",""
"330500","SÃO JOÃO DA BARRA","RJ","08/2021","9974",""
"330500","SÃO JOÃO DA BARRA","RJ","12/2019","10434",""
"330500","SÃO JOÃO DA BARRA","RJ","01/2019","10258",""
"330500","SÃO JOÃO DA BARRA","RJ","07/2021","9996",""
"330500","SÃO JOÃO DA BARRA","RJ","11/2024","","15026"
"330500","SÃO JOÃO DA BARRA","RJ","09/2023","","15497"
"330500","SÃO JOÃO DA BARRA","RJ","02/2024","","14713"
"330500","SÃO JOÃO DA BARRA","RJ","11/2023","","15007"
"330500","SÃO JOÃO DA BARRA","RJ","06/2023","","15782"
"330500","SÃO JOÃO DA BARRA","RJ","08/2024","","14899"
"330500","SÃO JOÃO DA BARRA","RJ","03/2023","","15851"
"330500","SÃO JOÃO DA BARRA","RJ","05/2023","","15755"
"330500","SÃO JOÃO DA BARRA","RJ","01/2024","","15015"
"330500","SÃO JOÃO DA BARRA","RJ","08/2023","","15538"
"330500","SÃO JOÃO DA BARRA","RJ","09/2024","","14870"
"330500","SÃO JOÃO DA BARRA","RJ","05/2014","10659",""
"330500","SÃO JOÃO DA BARRA","RJ","06/2024","","14324"
"330500","SÃO JOÃO DA BARRA","RJ","04/2024","","14506"
"330500","SÃO JOÃO DA BARRA","RJ","05/2024","","14346"
"330500","SÃO JOÃO DA BARRA","RJ","10/2024","","15002"
"330500","SÃO JOÃO DA BARRA","RJ","03/2024","","14514"
"330500","SÃO JOÃO DA BARRA","RJ","12/2024","","15034"
"330500","SÃO JOÃO DA BARRA","RJ","10/2014","10728",""
"330500","SÃO JOÃO DA BARRA","RJ","10/2023","","15365"
"330500","SÃO JOÃO DA BARRA","RJ","07/2023","","15534"
"330500","SÃO JOÃO DA BARRA","RJ","03/2014","10734",""
"330500","SÃO JOÃO DA BARRA","RJ","07/2024","","14854"
"330500","SÃO JOÃO DA BARRA","RJ","04/2023","","15802"
"330500","SÃO JOÃO DA BARRA","RJ","12/2023","","14945"
"330500","SÃO JOÃO DA BARRA","RJ","06/2020","10138",""
"330500","SÃO JOÃO DA BARRA","RJ","10/2020","10138",""
"330500","SÃO JOÃO DA BARRA","RJ","01/2016","10920",""
"330500","SÃO JOÃO DA BARRA","RJ","03/2020","10069",""
"330500","SÃO JOÃO DA BARRA","RJ","05/2025","","15044"
"330500","SÃO JOÃO DA BARRA","RJ","04/2016","10276",""
"330500","SÃO JOÃO DA BARRA","RJ","05/2020","10138",""
"330500","SÃO JOÃO DA BARRA","RJ","12/2020","10138",""
"330500","SÃO JOÃO DA BARRA","RJ","07/2020","10138",""
"330500","SÃO JOÃO DA BARRA","RJ","12/2016","9258",""
"330500","SÃO JOÃO DA BARRA","RJ","07/2016","10029",""
"330500","SÃO JOÃO DA BARRA","RJ","04/2025","","15056"
"330500","SÃO JOÃO DA BARRA","RJ","09/2020","10138",""
"330500","SÃO JOÃO DA BARRA","RJ","03/2016","10324",""
"330500","SÃO JOÃO DA BARRA","RJ","06/2016","10198",""
"330500","SÃO JOÃO DA BARRA","RJ","02/2020","10507",""
"330500","SÃO JOÃO DA BARRA","RJ","08/2020","10138",""
"330500","SÃO JOÃO DA BARRA","RJ","03/2025","","15077"
"330500","SÃO JOÃO DA BARRA","RJ","01/2020","10501",""
"330500","SÃO JOÃO DA BARRA","RJ","02/2016","10901",""
"330500","SÃO JOÃO DA BARRA","RJ","11/2016","9060",""
"330500","SÃO JOÃO DA BARRA","RJ","09/2016","9383",""
"330500","SÃO JOÃO DA BARRA","RJ","02/2025","","14927"
"330500","SÃO JOÃO DA BARRA","RJ","11/2020","10138",""
"330500","SÃO JOÃO DA BARRA","RJ","05/2016","10218",""
"330500","SÃO JOÃO DA BARRA","RJ","10/2016","9201",""
"330500","SÃO JOÃO DA BARRA","RJ","09/2014","10688",""
"330500","SÃO JOÃO DA BARRA","RJ","01/2025","","14903"
"330500","SÃO JOÃO DA BARRA","RJ","04/2020","10099",""
"330510","SÃO JOÃO DE MERITI","RJ","02/2020","53882",""
"330510","SÃO JOÃO DE MERITI","RJ","11/2020","56822",""
"330510","SÃO JOÃO DE MERITI","RJ","05/2016","68474",""
"330510","SÃO JOÃO DE MERITI","RJ","11/2016","67648",""
"330510","SÃO JOÃO DE MERITI","RJ","03/2025","","103737"
"330510","SÃO JOÃO DE MERITI","RJ","04/2020","56989",""
"330510","SÃO JOÃO DE MERITI","RJ","07/2020","56967",""
"330510","SÃO JOÃO DE MERITI","RJ","06/2020","56967",""
"330510","SÃO JOÃO DE MERITI","RJ","01/2025","","103343"
"330510","SÃO JOÃO DE MERITI","RJ","03/2020","56078",""
"330510","SÃO JOÃO DE MERITI","RJ","12/2016","67103",""
"330510","SÃO JOÃO DE MERITI","RJ","03/2016","68737",""
"330510","SÃO JOÃO DE MERITI","RJ","09/2020","56818",""
"330510","SÃO JOÃO DE MERITI","RJ","01/2016","72356",""
"330510","SÃO JOÃO DE MERITI","RJ","08/2016","69718",""
"330510","SÃO JOÃO DE MERITI","RJ","04/2016","68579",""
"330510","SÃO JOÃO DE MERITI","RJ","07/2016","70037",""
"330510","SÃO JOÃO DE MERITI","RJ","09/2016","68414",""
"330510","SÃO JOÃO DE MERITI","RJ","08/2020","56967",""
"330510","SÃO JOÃO DE MERITI","RJ","02/2025","","103477"
"330510","SÃO JOÃO DE MERITI","RJ","01/2020","53935",""
"330510","SÃO JOÃO DE MERITI","RJ","02/2016","73052",""
"330510","SÃO JOÃO DE MERITI","RJ","12/2020","56822",""
"330510","SÃO JOÃO DE MERITI","RJ","12/2014","78218",""
"330510","SÃO JOÃO DE MERITI","RJ","04/2025","","103835"
"330510","SÃO JOÃO DE MERITI","RJ","05/2020","56967",""
"330510","SÃO JOÃO DE MERITI","RJ","06/2016","70083",""
"330510","SÃO JOÃO DE MERITI","RJ","05/2025","","103793"
"330510","SÃO JOÃO DE MERITI","RJ","10/2020","56822",""
"330510","SÃO JOÃO DE MERITI","RJ","03/2019","53301",""
"330510","SÃO JOÃO DE MERITI","RJ","03/2021","60421",""
"330510","SÃO JOÃO DE MERITI","RJ","08/2021","60914",""
"330510","SÃO JOÃO DE MERITI","RJ","07/2019","52306",""
"330510","SÃO JOÃO DE MERITI","RJ","08/2019","52179",""
"330510","SÃO JOÃO DE MERITI","RJ","01/2019","51487",""
"330510","SÃO JOÃO DE MERITI","RJ","04/2021","61064",""
"330510","SÃO JOÃO DE MERITI","RJ","04/2019","53525",""
"330510","SÃO JOÃO DE MERITI","RJ","07/2021","61064",""
"330510","SÃO JOÃO DE MERITI","RJ","02/2019","51688",""
"330510","SÃO JOÃO DE MERITI","RJ","09/2019","50597",""
"330510","SÃO JOÃO DE MERITI","RJ","01/2021","56425",""
"330510","SÃO JOÃO DE MERITI","RJ","05/2021","61064",""
"330510","SÃO JOÃO DE MERITI","RJ","05/2019","54401",""
"330510","SÃO JOÃO DE MERITI","RJ","10/2019","50393",""
"330510","SÃO JOÃO DE MERITI","RJ","06/2021","61064",""
"330510","SÃO JOÃO DE MERITI","RJ","11/2019","47141",""
"330510","SÃO JOÃO DE MERITI","RJ","06/2019","52995",""
"330510","SÃO JOÃO DE MERITI","RJ","09/2021","60914",""
"330510","SÃO JOÃO DE MERITI","RJ","02/2021","60090",""
"330510","SÃO JOÃO DE MERITI","RJ","10/2021","60914",""
"330510","SÃO JOÃO DE MERITI","RJ","12/2019","46998",""
"330510","SÃO JOÃO DE MERITI","RJ","10/2014","78455",""
"330510","SÃO JOÃO DE MERITI","RJ","12/2013","83442",""
"330510","SÃO JOÃO DE MERITI","RJ","11/2017","55124",""
"330510","SÃO JOÃO DE MERITI","RJ","02/2017","63340",""
"330510","SÃO JOÃO DE MERITI","RJ","08/2017","55401",""
"330510","SÃO JOÃO DE MERITI","RJ","10/2017","55672",""
"330510","SÃO JOÃO DE MERITI","RJ","11/2018","56284",""
"330510","SÃO JOÃO DE MERITI","RJ","07/2018","56401",""
"330510","SÃO JOÃO DE MERITI","RJ","10/2016","69428",""
"330510","SÃO JOÃO DE MERITI","RJ","01/2017","63351",""
"330510","SÃO JOÃO DE MERITI","RJ","01/2018","55512",""
"330510","SÃO JOÃO DE MERITI","RJ","03/2018","58040",""
"330510","SÃO JOÃO DE MERITI","RJ","12/2017","55247",""
"330510","SÃO JOÃO DE MERITI","RJ","02/2018","56464",""
"330510","SÃO JOÃO DE MERITI","RJ","10/2018","54939",""
"330510","SÃO JOÃO DE MERITI","RJ","09/2017","54956",""
"330510","SÃO JOÃO DE MERITI","RJ","06/2018","56329",""
"330510","SÃO JOÃO DE MERITI","RJ","04/2017","61750",""
"330510","SÃO JOÃO DE MERITI","RJ","04/2018","56312",""
"330510","SÃO JOÃO DE MERITI","RJ","05/2018","57018",""
"330510","SÃO JOÃO DE MERITI","RJ","06/2017","58046",""
"330510","SÃO JOÃO DE MERITI","RJ","12/2018","53357",""
"330510","SÃO JOÃO DE MERITI","RJ","05/2017","57997",""
"330510","SÃO JOÃO DE MERITI","RJ","03/2017","63061",""
"330510","SÃO JOÃO DE MERITI","RJ","07/2017","53978",""
"330510","SÃO JOÃO DE MERITI","RJ","08/2018","56968",""
"330510","SÃO JOÃO DE MERITI","RJ","09/2018","54622",""
"330510","SÃO JOÃO DE MERITI","RJ","02/2015","78764",""
"330510","SÃO JOÃO DE MERITI","RJ","05/2015","79858",""
"330510","SÃO JOÃO DE MERITI","RJ","04/2015","79821",""
"330510","SÃO JOÃO DE MERITI","RJ","01/2015","77956",""
"330510","SÃO JOÃO DE MERITI","RJ","11/2015","74965",""
"330510","SÃO JOÃO DE MERITI","RJ","12/2015","75475",""
"330510","SÃO JOÃO DE MERITI","RJ","01/2014","83070",""
"330510","SÃO JOÃO DE MERITI","RJ","03/2014","83719",""
"330510","SÃO JOÃO DE MERITI","RJ","10/2015","77442",""
"330510","SÃO JOÃO DE MERITI","RJ","06/2015","80111",""
"330510","SÃO JOÃO DE MERITI","RJ","08/2014","77822",""
"330510","SÃO JOÃO DE MERITI","RJ","09/2014","78281",""
"330510","SÃO JOÃO DE MERITI","RJ","09/2015","80759",""
"330510","SÃO JOÃO DE MERITI","RJ","07/2015","82274",""
"330510","SÃO JOÃO DE MERITI","RJ","03/2015","78648",""
"330510","SÃO JOÃO DE MERITI","RJ","08/2015","82112",""
"330510","SÃO JOÃO DE MERITI","RJ","01/2024","","102527"
"330510","SÃO JOÃO DE MERITI","RJ","09/2023","","102829"
"330510","SÃO JOÃO DE MERITI","RJ","02/2014","83269",""
"330510","SÃO JOÃO DE MERITI","RJ","06/2023","","95956"
"330510","SÃO JOÃO DE MERITI","RJ","06/2014","80540",""
"330510","SÃO JOÃO DE MERITI","RJ","11/2024","","102744"
"330510","SÃO JOÃO DE MERITI","RJ","02/2024","","104165"
"330510","SÃO JOÃO DE MERITI","RJ","11/2023","","103017"
"330510","SÃO JOÃO DE MERITI","RJ","12/2023","","101879"
"330510","SÃO JOÃO DE MERITI","RJ","04/2023","","93580"
"330510","SÃO JOÃO DE MERITI","RJ","06/2024","","106080"
"330510","SÃO JOÃO DE MERITI","RJ","03/2023","","91979"
"330510","SÃO JOÃO DE MERITI","RJ","03/2024","","103656"
"330510","SÃO JOÃO DE MERITI","RJ","07/2024","","103903"
"330510","SÃO JOÃO DE MERITI","RJ","10/2023","","103578"
"330510","SÃO JOÃO DE MERITI","RJ","08/2024","","102826"
"330510","SÃO JOÃO DE MERITI","RJ","12/2024","","103870"
"330510","SÃO JOÃO DE MERITI","RJ","08/2023","","100897"
"330510","SÃO JOÃO DE MERITI","RJ","04/2024","","103924"
"330510","SÃO JOÃO DE MERITI","RJ","10/2024","","102593"
"330510","SÃO JOÃO DE MERITI","RJ","05/2023","","95835"
"330510","SÃO JOÃO DE MERITI","RJ","07/2023","","97135"
"330510","SÃO JOÃO DE MERITI","RJ","05/2024","","105678"
"330510","SÃO JOÃO DE MERITI","RJ","09/2024","","101583"
"330510","SÃO JOÃO DE MERITI","RJ","07/2014","79204",""
"330510","SÃO JOÃO DE MERITI","RJ","05/2014","79597",""
"330510","SÃO JOÃO DE MERITI","RJ","11/2014","78691",""
"330510","SÃO JOÃO DE MERITI","RJ","04/2014","83997",""
"330513","SÃO JOSÉ DE UBÁ","RJ","12/2014","3060",""
"330513","SÃO JOSÉ DE UBÁ","RJ","08/2024","","2255"
"330513","SÃO JOSÉ DE UBÁ","RJ","10/2024","","2294"
"330513","SÃO JOSÉ DE UBÁ","RJ","03/2023","","2314"
"330513","SÃO JOSÉ DE UBÁ","RJ","02/2024","","2294"
"330513","SÃO JOSÉ DE UBÁ","RJ","04/2024","","2308"
"330513","SÃO JOSÉ DE UBÁ","RJ","05/2024","","2301"
"330513","SÃO JOSÉ DE UBÁ","RJ","01/2024","","2385"
"330513","SÃO JOSÉ DE UBÁ","RJ","10/2023","","2409"
"330513","SÃO JOSÉ DE UBÁ","RJ","08/2023","","2386"
"330513","SÃO JOSÉ DE UBÁ","RJ","11/2023","","2373"
"330513","SÃO JOSÉ DE UBÁ","RJ","07/2024","","2251"
"330513","SÃO JOSÉ DE UBÁ","RJ","06/2024","","2301"
"330513","SÃO JOSÉ DE UBÁ","RJ","06/2023","","2290"
"330513","SÃO JOSÉ DE UBÁ","RJ","11/2024","","2306"
"330513","SÃO JOSÉ DE UBÁ","RJ","04/2023","","2305"
"330513","SÃO JOSÉ DE UBÁ","RJ","09/2024","","2266"
"330513","SÃO JOSÉ DE UBÁ","RJ","12/2023","","2401"
"330513","SÃO JOSÉ DE UBÁ","RJ","09/2023","","2410"
"330513","SÃO JOSÉ DE UBÁ","RJ","03/2024","","2285"
"330513","SÃO JOSÉ DE UBÁ","RJ","12/2024","","2283"
"330513","SÃO JOSÉ DE UBÁ","RJ","01/2014","2945",""
"330513","SÃO JOSÉ DE UBÁ","RJ","05/2023","","2315"
"330513","SÃO JOSÉ DE UBÁ","RJ","07/2023","","2381"
"330513","SÃO JOSÉ DE UBÁ","RJ","07/2017","1993",""
"330513","SÃO JOSÉ DE UBÁ","RJ","06/2017","2070",""
"330513","SÃO JOSÉ DE UBÁ","RJ","03/2018","1973",""
"330513","SÃO JOSÉ DE UBÁ","RJ","12/2017","1986",""
"330513","SÃO JOSÉ DE UBÁ","RJ","11/2018","1804",""
"330513","SÃO JOSÉ DE UBÁ","RJ","07/2016","2434",""
"330513","SÃO JOSÉ DE UBÁ","RJ","08/2017","2046",""
"330513","SÃO JOSÉ DE UBÁ","RJ","01/2018","1994",""
"330513","SÃO JOSÉ DE UBÁ","RJ","05/2017","2092",""
"330513","SÃO JOSÉ DE UBÁ","RJ","03/2017","2236",""
"330513","SÃO JOSÉ DE UBÁ","RJ","12/2018","1839",""
"330513","SÃO JOSÉ DE UBÁ","RJ","01/2016","2383",""
"330513","SÃO JOSÉ DE UBÁ","RJ","05/2018","1795",""
"330513","SÃO JOSÉ DE UBÁ","RJ","09/2018","1718",""
"330513","SÃO JOSÉ DE UBÁ","RJ","02/2018","1946",""
"330513","SÃO JOSÉ DE UBÁ","RJ","04/2018","1742",""
"330513","SÃO JOSÉ DE UBÁ","RJ","10/2017","1950",""
"330513","SÃO JOSÉ DE UBÁ","RJ","07/2018","1699",""
"330513","SÃO JOSÉ DE UBÁ","RJ","08/2018","1705",""
"330513","SÃO JOSÉ DE UBÁ","RJ","02/2017","2262",""
"330513","SÃO JOSÉ DE UBÁ","RJ","11/2017","1974",""
"330513","SÃO JOSÉ DE UBÁ","RJ","01/2017","2256",""
"330513","SÃO JOSÉ DE UBÁ","RJ","09/2017","1956",""
"330513","SÃO JOSÉ DE UBÁ","RJ","06/2018","1703",""
"330513","SÃO JOSÉ DE UBÁ","RJ","10/2018","1739",""
"330513","SÃO JOSÉ DE UBÁ","RJ","10/2016","2453",""
"330513","SÃO JOSÉ DE UBÁ","RJ","04/2016","2337",""
"330513","SÃO JOSÉ DE UBÁ","RJ","03/2020","1838",""
"330513","SÃO JOSÉ DE UBÁ","RJ","02/2020","1743",""
"330513","SÃO JOSÉ DE UBÁ","RJ","01/2020","1747",""
"330513","SÃO JOSÉ DE UBÁ","RJ","07/2020","1877",""
"330513","SÃO JOSÉ DE UBÁ","RJ","09/2020","1857",""
"330513","SÃO JOSÉ DE UBÁ","RJ","05/2016","2332",""
"330513","SÃO JOSÉ DE UBÁ","RJ","12/2020","1857",""
"330513","SÃO JOSÉ DE UBÁ","RJ","11/2016","2416",""
"330513","SÃO JOSÉ DE UBÁ","RJ","02/2025","","2254"
"330513","SÃO JOSÉ DE UBÁ","RJ","02/2016","2396",""
"330513","SÃO JOSÉ DE UBÁ","RJ","10/2020","1857",""
"330513","SÃO JOSÉ DE UBÁ","RJ","06/2020","1877",""
"330513","SÃO JOSÉ DE UBÁ","RJ","09/2016","2440",""
"330513","SÃO JOSÉ DE UBÁ","RJ","04/2025","","2275"
"330513","SÃO JOSÉ DE UBÁ","RJ","03/2016","2368",""
"330513","SÃO JOSÉ DE UBÁ","RJ","03/2025","","2287"
"330513","SÃO JOSÉ DE UBÁ","RJ","12/2016","2347",""
"330513","SÃO JOSÉ DE UBÁ","RJ","04/2020","1875",""
"330513","SÃO JOSÉ DE UBÁ","RJ","01/2025","","2259"
"330513","SÃO JOSÉ DE UBÁ","RJ","05/2025","","2268"
"330513","SÃO JOSÉ DE UBÁ","RJ","06/2016","2367",""
"330513","SÃO JOSÉ DE UBÁ","RJ","05/2020","1877",""
"330513","SÃO JOSÉ DE UBÁ","RJ","08/2020","1877",""
"330513","SÃO JOSÉ DE UBÁ","RJ","08/2016","2437",""
"330513","SÃO JOSÉ DE UBÁ","RJ","11/2020","1857",""
"330513","SÃO JOSÉ DE UBÁ","RJ","04/2019","1899",""
"330513","SÃO JOSÉ DE UBÁ","RJ","07/2021","1913",""
"330513","SÃO JOSÉ DE UBÁ","RJ","10/2019","1798",""
"330513","SÃO JOSÉ DE UBÁ","RJ","01/2021","1840",""
"330513","SÃO JOSÉ DE UBÁ","RJ","09/2021","1913",""
"330513","SÃO JOSÉ DE UBÁ","RJ","02/2021","1858",""
"330513","SÃO JOSÉ DE UBÁ","RJ","09/2019","1810",""
"330513","SÃO JOSÉ DE UBÁ","RJ","03/2021","1883",""
"330513","SÃO JOSÉ DE UBÁ","RJ","05/2021","1917",""
"330513","SÃO JOSÉ DE UBÁ","RJ","11/2019","1775",""
"330513","SÃO JOSÉ DE UBÁ","RJ","08/2021","1913",""
"330513","SÃO JOSÉ DE UBÁ","RJ","07/2014","3044",""
"330513","SÃO JOSÉ DE UBÁ","RJ","12/2019","1769",""
"330513","SÃO JOSÉ DE UBÁ","RJ","10/2021","1913",""
"330513","SÃO JOSÉ DE UBÁ","RJ","05/2019","1925",""
"330513","SÃO JOSÉ DE UBÁ","RJ","06/2021","1913",""
"330513","SÃO JOSÉ DE UBÁ","RJ","06/2019","1863",""
"330513","SÃO JOSÉ DE UBÁ","RJ","08/2019","1861",""
"330513","SÃO JOSÉ DE UBÁ","RJ","04/2021","1917",""
"330513","SÃO JOSÉ DE UBÁ","RJ","03/2019","1866",""
"330513","SÃO JOSÉ DE UBÁ","RJ","06/2014","3063",""
"330513","SÃO JOSÉ DE UBÁ","RJ","12/2013","2949",""
"330513","SÃO JOSÉ DE UBÁ","RJ","01/2019","1796",""
"330513","SÃO JOSÉ DE UBÁ","RJ","04/2017","2139",""
"330513","SÃO JOSÉ DE UBÁ","RJ","07/2019","1858",""
"330513","SÃO JOSÉ DE UBÁ","RJ","10/2014","3040",""
"330513","SÃO JOSÉ DE UBÁ","RJ","02/2019","1848",""
"330513","SÃO JOSÉ DE UBÁ","RJ","07/2015","2966",""
"330513","SÃO JOSÉ DE UBÁ","RJ","08/2015","2960",""
"330513","SÃO JOSÉ DE UBÁ","RJ","01/2015","3052",""
"330513","SÃO JOSÉ DE UBÁ","RJ","11/2015","2594",""
"330513","SÃO JOSÉ DE UBÁ","RJ","02/2014","2953",""
"330513","SÃO JOSÉ DE UBÁ","RJ","05/2014","2996",""
"330513","SÃO JOSÉ DE UBÁ","RJ","09/2015","2821",""
"330513","SÃO JOSÉ DE UBÁ","RJ","03/2014","3014",""
"330513","SÃO JOSÉ DE UBÁ","RJ","11/2014","3050",""
"330513","SÃO JOSÉ DE UBÁ","RJ","08/2014","2991",""
"330513","SÃO JOSÉ DE UBÁ","RJ","03/2015","3045",""
"330513","SÃO JOSÉ DE UBÁ","RJ","02/2015","3044",""
"330513","SÃO JOSÉ DE UBÁ","RJ","09/2014","3030",""
"330513","SÃO JOSÉ DE UBÁ","RJ","10/2015","2623",""
"330513","SÃO JOSÉ DE UBÁ","RJ","05/2015","2987",""
"330513","SÃO JOSÉ DE UBÁ","RJ","06/2015","2958",""
"330513","SÃO JOSÉ DE UBÁ","RJ","04/2015","2972",""
"330513","SÃO JOSÉ DE UBÁ","RJ","04/2014","3050",""
"330513","SÃO JOSÉ DE UBÁ","RJ","12/2015","2607",""
"330515","SÃO JOSÉ DO VALE DO RIO PRETO","RJ","06/2014","6113",""
"330515","SÃO JOSÉ DO VALE DO RIO PRETO","RJ","01/2015","6285",""
"330515","SÃO JOSÉ DO VALE DO RIO PRETO","RJ","10/2015","5938",""
"330515","SÃO JOSÉ DO VALE DO RIO PRETO","RJ","07/2015","6111",""
"330515","SÃO JOSÉ DO VALE DO RIO PRETO","RJ","12/2014","6291",""
"330515","SÃO JOSÉ DO VALE DO RIO PRETO","RJ","05/2015","6159",""
"330515","SÃO JOSÉ DO VALE DO RIO PRETO","RJ","08/2014","6256",""
"330515","SÃO JOSÉ DO VALE DO RIO PRETO","RJ","09/2015","5878",""
"330515","SÃO JOSÉ DO VALE DO RIO PRETO","RJ","04/2015","6182",""
"330515","SÃO JOSÉ DO VALE DO RIO PRETO","RJ","08/2015","6070",""
"330515","SÃO JOSÉ DO VALE DO RIO PRETO","RJ","06/2015","6111",""
"330515","SÃO JOSÉ DO VALE DO RIO PRETO","RJ","12/2015","5637",""
"330515","SÃO JOSÉ DO VALE DO RIO PRETO","RJ","02/2015","6293",""
"330515","SÃO JOSÉ DO VALE DO RIO PRETO","RJ","11/2015","5600",""
"330515","SÃO JOSÉ DO VALE DO RIO PRETO","RJ","03/2015","6290",""
"330515","SÃO JOSÉ DO VALE DO RIO PRETO","RJ","09/2014","6300",""
"330515","SÃO JOSÉ DO VALE DO RIO PRETO","RJ","01/2020","3334",""
"330515","SÃO JOSÉ DO VALE DO RIO PRETO","RJ","11/2020","3775",""
"330515","SÃO JOSÉ DO VALE DO RIO PRETO","RJ","02/2016","5525",""
"330515","SÃO JOSÉ DO VALE DO RIO PRETO","RJ","04/2016","5441",""
"330515","SÃO JOSÉ DO VALE DO RIO PRETO","RJ","04/2025","","4689"
"330515","SÃO JOSÉ DO VALE DO RIO PRETO","RJ","05/2016","5396",""
"330515","SÃO JOSÉ DO VALE DO RIO PRETO","RJ","03/2025","","4724"
"330515","SÃO JOSÉ DO VALE DO RIO PRETO","RJ","01/2016","5531",""
"330515","SÃO JOSÉ DO VALE DO RIO PRETO","RJ","03/2020","3495",""
"330515","SÃO JOSÉ DO VALE DO RIO PRETO","RJ","01/2025","","4763"
"330515","SÃO JOSÉ DO VALE DO RIO PRETO","RJ","08/2020","3810",""
"330515","SÃO JOSÉ DO VALE DO RIO PRETO","RJ","07/2016","5284",""
"330515","SÃO JOSÉ DO VALE DO RIO PRETO","RJ","11/2016","5014",""
"330515","SÃO JOSÉ DO VALE DO RIO PRETO","RJ","03/2016","5430",""
"330515","SÃO JOSÉ DO VALE DO RIO PRETO","RJ","12/2020","3775",""
"330515","SÃO JOSÉ DO VALE DO RIO PRETO","RJ","10/2020","3775",""
"330515","SÃO JOSÉ DO VALE DO RIO PRETO","RJ","09/2020","3775",""
"330515","SÃO JOSÉ DO VALE DO RIO PRETO","RJ","10/2016","5144",""
"330515","SÃO JOSÉ DO VALE DO RIO PRETO","RJ","09/2016","5129",""
"330515","SÃO JOSÉ DO VALE DO RIO PRETO","RJ","04/2020","3802",""
"330515","SÃO JOSÉ DO VALE DO RIO PRETO","RJ","12/2016","4646",""
"330515","SÃO JOSÉ DO VALE DO RIO PRETO","RJ","02/2020","3329",""
"330515","SÃO JOSÉ DO VALE DO RIO PRETO","RJ","02/2025","","4760"
"330515","SÃO JOSÉ DO VALE DO RIO PRETO","RJ","05/2025","","4595"
"330515","SÃO JOSÉ DO VALE DO RIO PRETO","RJ","07/2020","3810",""
"330515","SÃO JOSÉ DO VALE DO RIO PRETO","RJ","08/2016","5236",""
"330515","SÃO JOSÉ DO VALE DO RIO PRETO","RJ","05/2020","3807",""
"330515","SÃO JOSÉ DO VALE DO RIO PRETO","RJ","06/2020","3810",""
"330515","SÃO JOSÉ DO VALE DO RIO PRETO","RJ","01/2024","","5099"
"330515","SÃO JOSÉ DO VALE DO RIO PRETO","RJ","11/2024","","4904"
"330515","SÃO JOSÉ DO VALE DO RIO PRETO","RJ","03/2014","6185",""
"330515","SÃO JOSÉ DO VALE DO RIO PRETO","RJ","07/2023","","5169"
"330515","SÃO JOSÉ DO VALE DO RIO PRETO","RJ","04/2023","","5203"
"330515","SÃO JOSÉ DO VALE DO RIO PRETO","RJ","05/2023","","5114"
"330515","SÃO JOSÉ DO VALE DO RIO PRETO","RJ","06/2024","","5089"
"330515","SÃO JOSÉ DO VALE DO RIO PRETO","RJ","03/2024","","5017"
"330515","SÃO JOSÉ DO VALE DO RIO PRETO","RJ","11/2014","6331",""
"330515","SÃO JOSÉ DO VALE DO RIO PRETO","RJ","02/2014","5937",""
"330515","SÃO JOSÉ DO VALE DO RIO PRETO","RJ","08/2023","","5098"
"330515","SÃO JOSÉ DO VALE DO RIO PRETO","RJ","12/2023","","5044"
"330515","SÃO JOSÉ DO VALE DO RIO PRETO","RJ","09/2024","","5017"
"330515","SÃO JOSÉ DO VALE DO RIO PRETO","RJ","05/2024","","5058"
"330515","SÃO JOSÉ DO VALE DO RIO PRETO","RJ","04/2024","","5073"
"330515","SÃO JOSÉ DO VALE DO RIO PRETO","RJ","10/2023","","5084"
"330515","SÃO JOSÉ DO VALE DO RIO PRETO","RJ","11/2023","","5029"
"330515","SÃO JOSÉ DO VALE DO RIO PRETO","RJ","07/2024","","5050"
"330515","SÃO JOSÉ DO VALE DO RIO PRETO","RJ","08/2024","","5028"
"330515","SÃO JOSÉ DO VALE DO RIO PRETO","RJ","12/2024","","4842"
"330515","SÃO JOSÉ DO VALE DO RIO PRETO","RJ","09/2023","","5074"
"330515","SÃO JOSÉ DO VALE DO RIO PRETO","RJ","03/2023","","5234"
"330515","SÃO JOSÉ DO VALE DO RIO PRETO","RJ","10/2024","","4941"
"330515","SÃO JOSÉ DO VALE DO RIO PRETO","RJ","06/2023","","5120"
"330515","SÃO JOSÉ DO VALE DO RIO PRETO","RJ","05/2014","6148",""
"330515","SÃO JOSÉ DO VALE DO RIO PRETO","RJ","02/2024","","5049"
"330515","SÃO JOSÉ DO VALE DO RIO PRETO","RJ","09/2018","3704",""
"330515","SÃO JOSÉ DO VALE DO RIO PRETO","RJ","05/2017","4224",""
"330515","SÃO JOSÉ DO VALE DO RIO PRETO","RJ","06/2017","4172",""
"330515","SÃO JOSÉ DO VALE DO RIO PRETO","RJ","10/2017","4065",""
"330515","SÃO JOSÉ DO VALE DO RIO PRETO","RJ","04/2017","4315",""
"330515","SÃO JOSÉ DO VALE DO RIO PRETO","RJ","09/2017","3983",""
"330515","SÃO JOSÉ DO VALE DO RIO PRETO","RJ","08/2017","4053",""
"330515","SÃO JOSÉ DO VALE DO RIO PRETO","RJ","01/2017","4421",""
