"Código","Unidade Territorial","UF","Referência","Quantidade total de pessoas inscritas no Cadastro Único"
"330010","ANGRA DOS REIS","RJ","02/2025","80111"
"330010","ANGRA DOS REIS","RJ","01/2025","80323"
"330010","ANGRA DOS REIS","RJ","03/2025","80392"
"330010","ANGRA DOS REIS","RJ","05/2025","82158"
"330010","ANGRA DOS REIS","RJ","06/2024","83622"
"330010","ANGRA DOS REIS","RJ","12/2024","81924"
"330010","ANGRA DOS REIS","RJ","11/2024","81753"
"330010","ANGRA DOS REIS","RJ","10/2024","81286"
"330010","ANGRA DOS REIS","RJ","09/2024","80711"
"330010","ANGRA DOS REIS","RJ","08/2024","81407"
"330010","ANGRA DOS REIS","RJ","07/2024","80839"
"330010","ANGRA DOS REIS","RJ","05/2024","83604"
"330010","ANGRA DOS REIS","RJ","04/2024","83685"
"330010","ANGRA DOS REIS","RJ","03/2024","83424"
"330010","ANGRA DOS REIS","RJ","02/2024","82550"
"330010","ANGRA DOS REIS","RJ","01/2024","82615"
"330010","ANGRA DOS REIS","RJ","12/2023","84876"
"330010","ANGRA DOS REIS","RJ","11/2023","84563"
"330010","ANGRA DOS REIS","RJ","10/2023","84275"
"330010","ANGRA DOS REIS","RJ","09/2023","83926"
"330010","ANGRA DOS REIS","RJ","08/2023","83408"
"330010","ANGRA DOS REIS","RJ","07/2023","83056"
"330010","ANGRA DOS REIS","RJ","06/2023","82612"
"330010","ANGRA DOS REIS","RJ","05/2023","82188"
"330010","ANGRA DOS REIS","RJ","04/2023","81994"
"330010","ANGRA DOS REIS","RJ","03/2023","82673"
"330010","ANGRA DOS REIS","RJ","02/2023","82115"
"330010","ANGRA DOS REIS","RJ","01/2023","81394"
"330010","ANGRA DOS REIS","RJ","12/2022","81052"
"330010","ANGRA DOS REIS","RJ","11/2022","80275"
"330010","ANGRA DOS REIS","RJ","10/2022","79230"
"330010","ANGRA DOS REIS","RJ","09/2022","77210"
"330010","ANGRA DOS REIS","RJ","08/2022","75609"
"330010","ANGRA DOS REIS","RJ","07/2022","74357"
"330010","ANGRA DOS REIS","RJ","06/2022","73109"
"330010","ANGRA DOS REIS","RJ","05/2022","72008"
"330010","ANGRA DOS REIS","RJ","04/2022","71072"
"330010","ANGRA DOS REIS","RJ","03/2022","69679"
"330010","ANGRA DOS REIS","RJ","02/2022","68886"
"330010","ANGRA DOS REIS","RJ","01/2022","67624"
"330010","ANGRA DOS REIS","RJ","07/2021","63589"
"330010","ANGRA DOS REIS","RJ","06/2021","62765"
"330010","ANGRA DOS REIS","RJ","05/2021","62352"
"330010","ANGRA DOS REIS","RJ","08/2021","64171"
"330010","ANGRA DOS REIS","RJ","09/2021","64712"
"330010","ANGRA DOS REIS","RJ","11/2021","66159"
"330010","ANGRA DOS REIS","RJ","02/2021","60678"
"330010","ANGRA DOS REIS","RJ","12/2021","66705"
"330010","ANGRA DOS REIS","RJ","04/2021","61847"
"330010","ANGRA DOS REIS","RJ","03/2021","61237"
"330010","ANGRA DOS REIS","RJ","10/2021","65309"
"330010","ANGRA DOS REIS","RJ","01/2021","60035"
"330010","ANGRA DOS REIS","RJ","01/2020","57978"
"330010","ANGRA DOS REIS","RJ","02/2020","55789"
"330010","ANGRA DOS REIS","RJ","03/2020","56388"
"330010","ANGRA DOS REIS","RJ","04/2020","56570"
"330010","ANGRA DOS REIS","RJ","05/2020","56818"
"330010","ANGRA DOS REIS","RJ","06/2020","57309"
"330010","ANGRA DOS REIS","RJ","08/2020","58618"
"330010","ANGRA DOS REIS","RJ","09/2020","59269"
"330010","ANGRA DOS REIS","RJ","12/2020","59432"
"330010","ANGRA DOS REIS","RJ","07/2020","57960"
"330010","ANGRA DOS REIS","RJ","11/2020","58721"
"330010","ANGRA DOS REIS","RJ","10/2020","60190"
"330010","ANGRA DOS REIS","RJ","01/2019","53466"
"330010","ANGRA DOS REIS","RJ","02/2019","54223"
"330010","ANGRA DOS REIS","RJ","03/2019","54826"
"330010","ANGRA DOS REIS","RJ","04/2019","54258"
"330010","ANGRA DOS REIS","RJ","05/2019","55120"
"330010","ANGRA DOS REIS","RJ","06/2019","56200"
"330010","ANGRA DOS REIS","RJ","07/2019","56859"
"330010","ANGRA DOS REIS","RJ","09/2019","55285"
"330010","ANGRA DOS REIS","RJ","08/2019","57937"
"330010","ANGRA DOS REIS","RJ","11/2019","56918"
"330010","ANGRA DOS REIS","RJ","12/2019","57673"
"330010","ANGRA DOS REIS","RJ","10/2019","56290"
"330010","ANGRA DOS REIS","RJ","01/2018","57620"
"330010","ANGRA DOS REIS","RJ","02/2018","57909"
"330010","ANGRA DOS REIS","RJ","03/2018","55148"
"330010","ANGRA DOS REIS","RJ","05/2018","56491"
"330010","ANGRA DOS REIS","RJ","04/2018","55717"
"330010","ANGRA DOS REIS","RJ","06/2018","57210"
"330010","ANGRA DOS REIS","RJ","08/2018","53789"
"330010","ANGRA DOS REIS","RJ","09/2018","54476"
"330010","ANGRA DOS REIS","RJ","12/2018","52452"
"330010","ANGRA DOS REIS","RJ","10/2018","55513"
"330010","ANGRA DOS REIS","RJ","07/2018","57493"
"330010","ANGRA DOS REIS","RJ","11/2018","55910"
"330010","ANGRA DOS REIS","RJ","03/2017","59482"
"330010","ANGRA DOS REIS","RJ","06/2017","62160"
"330010","ANGRA DOS REIS","RJ","02/2017","59504"
"330010","ANGRA DOS REIS","RJ","05/2017","61554"
"330010","ANGRA DOS REIS","RJ","01/2017","59572"
"330010","ANGRA DOS REIS","RJ","07/2017","62924"
"330010","ANGRA DOS REIS","RJ","04/2017","61172"
"330010","ANGRA DOS REIS","RJ","10/2017","56188"
"330010","ANGRA DOS REIS","RJ","11/2017","56818"
"330010","ANGRA DOS REIS","RJ","08/2017","63873"
"330010","ANGRA DOS REIS","RJ","12/2017","57417"
"330010","ANGRA DOS REIS","RJ","09/2017","55167"
"330010","ANGRA DOS REIS","RJ","01/2016","60039"
"330010","ANGRA DOS REIS","RJ","03/2016","60561"
"330010","ANGRA DOS REIS","RJ","04/2016","60795"
"330010","ANGRA DOS REIS","RJ","02/2016","60282"
"330010","ANGRA DOS REIS","RJ","05/2016","61015"
"330010","ANGRA DOS REIS","RJ","06/2016","61499"
"330010","ANGRA DOS REIS","RJ","07/2016","61915"
"330010","ANGRA DOS REIS","RJ","09/2016","62454"
"330010","ANGRA DOS REIS","RJ","10/2016","62675"
"330010","ANGRA DOS REIS","RJ","12/2016","59562"
"330010","ANGRA DOS REIS","RJ","08/2016","62101"
"330010","ANGRA DOS REIS","RJ","11/2016","62482"
"330010","ANGRA DOS REIS","RJ","01/2015","59652"
"330010","ANGRA DOS REIS","RJ","03/2015","60507"
"330010","ANGRA DOS REIS","RJ","04/2015","60879"
"330010","ANGRA DOS REIS","RJ","05/2015","61312"
"330010","ANGRA DOS REIS","RJ","06/2015","61717"
"330010","ANGRA DOS REIS","RJ","08/2015","60216"
"330010","ANGRA DOS REIS","RJ","11/2015","60835"
"330010","ANGRA DOS REIS","RJ","07/2015","59943"
"330010","ANGRA DOS REIS","RJ","02/2015","60065"
"330010","ANGRA DOS REIS","RJ","12/2015","61116"
"330010","ANGRA DOS REIS","RJ","10/2015","60696"
"330010","ANGRA DOS REIS","RJ","09/2015","60471"
"330010","ANGRA DOS REIS","RJ","01/2014","52575"
"330010","ANGRA DOS REIS","RJ","04/2014","55121"
"330010","ANGRA DOS REIS","RJ","05/2014","55829"
"330010","ANGRA DOS REIS","RJ","06/2014","56881"
"330010","ANGRA DOS REIS","RJ","03/2014","54341"
"330010","ANGRA DOS REIS","RJ","02/2014","53131"
"330010","ANGRA DOS REIS","RJ","07/2014","57902"
"330010","ANGRA DOS REIS","RJ","08/2014","59068"
"330010","ANGRA DOS REIS","RJ","09/2014","59733"
"330010","ANGRA DOS REIS","RJ","12/2014","61696"
"330010","ANGRA DOS REIS","RJ","10/2014","60470"
"330010","ANGRA DOS REIS","RJ","11/2014","61152"
"330010","ANGRA DOS REIS","RJ","01/2013","44498"
"330010","ANGRA DOS REIS","RJ","02/2013","45347"
"330010","ANGRA DOS REIS","RJ","03/2013","45759"
"330010","ANGRA DOS REIS","RJ","04/2013","47166"
"330010","ANGRA DOS REIS","RJ","05/2013","47289"
"330010","ANGRA DOS REIS","RJ","06/2013","47467"
"330010","ANGRA DOS REIS","RJ","07/2013","47676"
"330010","ANGRA DOS REIS","RJ","09/2013","48793"
"330010","ANGRA DOS REIS","RJ","08/2013","48169"
"330010","ANGRA DOS REIS","RJ","12/2013","52078"
"330010","ANGRA DOS REIS","RJ","10/2013","49469"
"330010","ANGRA DOS REIS","RJ","11/2013","50968"
"330010","ANGRA DOS REIS","RJ","12/2012","44222"
"330010","ANGRA DOS REIS","RJ","11/2012","42727"
"330010","ANGRA DOS REIS","RJ","10/2012","41559"
"330010","ANGRA DOS REIS","RJ","09/2012","40641"
"330010","ANGRA DOS REIS","RJ","08/2012","39324"
"330015","APERIBÉ","RJ","02/2022","3765"
"330015","APERIBÉ","RJ","09/2012","5400"
"330015","APERIBÉ","RJ","10/2012","5421"
"330015","APERIBÉ","RJ","11/2012","5417"
"330015","APERIBÉ","RJ","12/2012","5440"
"330015","APERIBÉ","RJ","11/2013","5608"
"330015","APERIBÉ","RJ","10/2013","5580"
"330015","APERIBÉ","RJ","12/2013","5613"
"330015","APERIBÉ","RJ","08/2013","5520"
"330015","APERIBÉ","RJ","09/2013","5565"
"330015","APERIBÉ","RJ","07/2013","5514"
"330015","APERIBÉ","RJ","06/2013","5501"
"330015","APERIBÉ","RJ","05/2013","5451"
"330015","APERIBÉ","RJ","04/2013","5462"
"330015","APERIBÉ","RJ","03/2013","5464"
"330015","APERIBÉ","RJ","02/2013","5459"
"330015","APERIBÉ","RJ","01/2013","5454"
"330015","APERIBÉ","RJ","11/2014","5728"
"330015","APERIBÉ","RJ","10/2014","5709"
"330015","APERIBÉ","RJ","12/2014","5730"
"330015","APERIBÉ","RJ","09/2014","5694"
"330015","APERIBÉ","RJ","08/2014","5688"
"330015","APERIBÉ","RJ","07/2014","5686"
"330015","APERIBÉ","RJ","02/2014","5603"
"330015","APERIBÉ","RJ","03/2014","5610"
"330015","APERIBÉ","RJ","06/2014","5639"
"330015","APERIBÉ","RJ","05/2014","5617"
"330015","APERIBÉ","RJ","04/2014","5601"
"330015","APERIBÉ","RJ","01/2014","5589"
"330015","APERIBÉ","RJ","09/2015","4711"
"330015","APERIBÉ","RJ","10/2015","4720"
"330015","APERIBÉ","RJ","12/2015","4759"
"330015","APERIBÉ","RJ","02/2015","5033"
"330015","APERIBÉ","RJ","07/2015","4671"
"330015","APERIBÉ","RJ","11/2015","4724"
"330015","APERIBÉ","RJ","08/2015","4685"
"330015","APERIBÉ","RJ","06/2015","5082"
"330015","APERIBÉ","RJ","05/2015","5074"
"330015","APERIBÉ","RJ","04/2015","5054"
"330015","APERIBÉ","RJ","03/2015","5031"
"330015","APERIBÉ","RJ","01/2015","5023"
"330015","APERIBÉ","RJ","11/2016","4660"
"330015","APERIBÉ","RJ","08/2016","4631"
"330015","APERIBÉ","RJ","12/2016","4117"
"330015","APERIBÉ","RJ","10/2016","4621"
"330015","APERIBÉ","RJ","09/2016","4635"
"330015","APERIBÉ","RJ","07/2016","4631"
"330015","APERIBÉ","RJ","06/2016","4594"
"330015","APERIBÉ","RJ","05/2016","4582"
"330015","APERIBÉ","RJ","02/2016","4479"
"330015","APERIBÉ","RJ","04/2016","4564"
"330015","APERIBÉ","RJ","03/2016","4501"
"330015","APERIBÉ","RJ","01/2016","4482"
"330015","APERIBÉ","RJ","09/2017","3652"
"330015","APERIBÉ","RJ","12/2017","3779"
"330015","APERIBÉ","RJ","08/2017","4212"
"330015","APERIBÉ","RJ","11/2017","3717"
"330015","APERIBÉ","RJ","10/2017","3709"
"330015","APERIBÉ","RJ","04/2017","4125"
"330015","APERIBÉ","RJ","07/2017","4171"
"330015","APERIBÉ","RJ","01/2017","4125"
"330015","APERIBÉ","RJ","05/2017","4145"
"330015","APERIBÉ","RJ","02/2017","4118"
"330015","APERIBÉ","RJ","06/2017","4150"
"330015","APERIBÉ","RJ","03/2017","4105"
"330015","APERIBÉ","RJ","11/2018","3618"
"330015","APERIBÉ","RJ","07/2018","3710"
"330015","APERIBÉ","RJ","10/2018","3520"
"330015","APERIBÉ","RJ","12/2018","3615"
"330015","APERIBÉ","RJ","09/2018","3383"
"330015","APERIBÉ","RJ","08/2018","3362"
"330015","APERIBÉ","RJ","06/2018","3700"
"330015","APERIBÉ","RJ","04/2018","3617"
"330015","APERIBÉ","RJ","05/2018","3657"
"330015","APERIBÉ","RJ","03/2018","3581"
"330015","APERIBÉ","RJ","02/2018","3859"
"330015","APERIBÉ","RJ","01/2018","3816"
"330015","APERIBÉ","RJ","10/2019","3677"
"330015","APERIBÉ","RJ","12/2019","3747"
"330015","APERIBÉ","RJ","11/2019","3715"
"330015","APERIBÉ","RJ","08/2019","3763"
"330015","APERIBÉ","RJ","09/2019","3651"
"330015","APERIBÉ","RJ","07/2019","3713"
"330015","APERIBÉ","RJ","06/2019","3715"
"330015","APERIBÉ","RJ","05/2019","3682"
"330015","APERIBÉ","RJ","04/2019","3661"
"330015","APERIBÉ","RJ","03/2019","3726"
"330015","APERIBÉ","RJ","02/2019","3704"
"330015","APERIBÉ","RJ","01/2019","3692"
"330015","APERIBÉ","RJ","10/2020","3665"
"330015","APERIBÉ","RJ","11/2020","3501"
"330015","APERIBÉ","RJ","07/2020","3650"
"330015","APERIBÉ","RJ","12/2020","3523"
"330015","APERIBÉ","RJ","09/2020","3658"
"330015","APERIBÉ","RJ","08/2020","3660"
"330015","APERIBÉ","RJ","06/2020","3643"
"330015","APERIBÉ","RJ","05/2020","3629"
"330015","APERIBÉ","RJ","04/2020","3635"
"330015","APERIBÉ","RJ","03/2020","3634"
"330015","APERIBÉ","RJ","02/2020","3615"
"330015","APERIBÉ","RJ","01/2020","3781"
"330015","APERIBÉ","RJ","01/2021","3368"
"330015","APERIBÉ","RJ","10/2021","3522"
"330015","APERIBÉ","RJ","03/2021","3367"
"330015","APERIBÉ","RJ","04/2021","3397"
"330015","APERIBÉ","RJ","12/2021","3671"
"330015","APERIBÉ","RJ","02/2021","3328"
"330015","APERIBÉ","RJ","11/2021","3636"
"330015","APERIBÉ","RJ","09/2021","3506"
"330015","APERIBÉ","RJ","08/2021","3487"
"330015","APERIBÉ","RJ","05/2021","3422"
"330015","APERIBÉ","RJ","06/2021","3432"
"330015","APERIBÉ","RJ","07/2021","3460"
"330015","APERIBÉ","RJ","01/2022","3692"
"330015","APERIBÉ","RJ","03/2022","3816"
"330015","APERIBÉ","RJ","04/2022","3915"
"330015","APERIBÉ","RJ","05/2022","3984"
"330015","APERIBÉ","RJ","06/2022","4064"
"330015","APERIBÉ","RJ","07/2022","4129"
"330015","APERIBÉ","RJ","08/2022","4253"
"330015","APERIBÉ","RJ","09/2022","4427"
"330015","APERIBÉ","RJ","10/2022","4571"
"330015","APERIBÉ","RJ","11/2022","4658"
"330015","APERIBÉ","RJ","12/2022","4720"
"330015","APERIBÉ","RJ","01/2023","4741"
"330015","APERIBÉ","RJ","03/2023","4827"
"330015","APERIBÉ","RJ","04/2023","4874"
"330015","APERIBÉ","RJ","02/2023","4797"
"330015","APERIBÉ","RJ","05/2023","4948"
"330015","APERIBÉ","RJ","06/2023","4972"
"330015","APERIBÉ","RJ","07/2023","5001"
"330015","APERIBÉ","RJ","08/2023","5021"
"330015","APERIBÉ","RJ","09/2023","5069"
"330015","APERIBÉ","RJ","10/2023","5101"
"330015","APERIBÉ","RJ","11/2023","5144"
"330015","APERIBÉ","RJ","12/2023","5200"
"330015","APERIBÉ","RJ","03/2024","5195"
"330015","APERIBÉ","RJ","06/2024","5311"
"330015","APERIBÉ","RJ","07/2024","5235"
"330015","APERIBÉ","RJ","08/2024","5289"
"330015","APERIBÉ","RJ","09/2024","5203"
"330015","APERIBÉ","RJ","01/2024","5129"
"330015","APERIBÉ","RJ","10/2024","5232"
"330015","APERIBÉ","RJ","02/2024","5134"
"330015","APERIBÉ","RJ","11/2024","5267"
"330015","APERIBÉ","RJ","12/2024","5279"
"330015","APERIBÉ","RJ","04/2024","5237"
"330015","APERIBÉ","RJ","05/2024","5273"
"330015","APERIBÉ","RJ","05/2025","5280"
"330015","APERIBÉ","RJ","03/2025","5226"
"330015","APERIBÉ","RJ","01/2025","5225"
"330015","APERIBÉ","RJ","02/2025","5214"
"330015","APERIBÉ","RJ","08/2012","5354"
"330020","ARARUAMA","RJ","09/2012","47014"
"330020","ARARUAMA","RJ","10/2012","47192"
"330020","ARARUAMA","RJ","11/2012","47281"
"330020","ARARUAMA","RJ","12/2012","47269"
"330020","ARARUAMA","RJ","11/2013","50122"
"330020","ARARUAMA","RJ","10/2013","49633"
"330020","ARARUAMA","RJ","12/2013","50229"
"330020","ARARUAMA","RJ","08/2013","48873"
"330020","ARARUAMA","RJ","09/2013","49273"
"330020","ARARUAMA","RJ","07/2013","48662"
"330020","ARARUAMA","RJ","06/2013","48171"
"330020","ARARUAMA","RJ","05/2013","47736"
"330020","ARARUAMA","RJ","04/2013","47691"
"330020","ARARUAMA","RJ","03/2013","47590"
"330020","ARARUAMA","RJ","02/2013","47434"
"330020","ARARUAMA","RJ","01/2013","47301"
"330020","ARARUAMA","RJ","11/2014","53297"
"330020","ARARUAMA","RJ","10/2014","53020"
"330020","ARARUAMA","RJ","12/2014","53637"
"330020","ARARUAMA","RJ","09/2014","52545"
"330020","ARARUAMA","RJ","08/2014","52367"
"330020","ARARUAMA","RJ","07/2014","51961"
"330020","ARARUAMA","RJ","02/2014","50563"
"330020","ARARUAMA","RJ","03/2014","50906"
"330020","ARARUAMA","RJ","06/2014","51704"
"330020","ARARUAMA","RJ","05/2014","51420"
"330020","ARARUAMA","RJ","04/2014","51203"
"330020","ARARUAMA","RJ","01/2014","50376"
"330020","ARARUAMA","RJ","09/2015","50090"
"330020","ARARUAMA","RJ","10/2015","50367"
"330020","ARARUAMA","RJ","12/2015","50755"
"330020","ARARUAMA","RJ","02/2015","49584"
"330020","ARARUAMA","RJ","07/2015","49368"
"330020","ARARUAMA","RJ","11/2015","50517"
"330020","ARARUAMA","RJ","08/2015","49797"
"330020","ARARUAMA","RJ","06/2015","50648"
"330020","ARARUAMA","RJ","05/2015","50564"
"330020","ARARUAMA","RJ","04/2015","50311"
"330020","ARARUAMA","RJ","03/2015","49982"
"330020","ARARUAMA","RJ","01/2015","49349"
"330020","ARARUAMA","RJ","11/2016","52502"
"330020","ARARUAMA","RJ","08/2016","51899"
"330020","ARARUAMA","RJ","12/2016","49698"
"330020","ARARUAMA","RJ","10/2016","52360"
"330020","ARARUAMA","RJ","09/2016","52122"
"330020","ARARUAMA","RJ","07/2016","51678"
"330020","ARARUAMA","RJ","06/2016","51222"
"330020","ARARUAMA","RJ","05/2016","50776"
"330020","ARARUAMA","RJ","02/2016","49483"
"330020","ARARUAMA","RJ","04/2016","50308"
"330020","ARARUAMA","RJ","03/2016","49755"
"330020","ARARUAMA","RJ","01/2016","49232"
"330020","ARARUAMA","RJ","09/2017","48056"
"330020","ARARUAMA","RJ","12/2017","50108"
"330020","ARARUAMA","RJ","08/2017","52664"
"330020","ARARUAMA","RJ","11/2017","49340"
"330020","ARARUAMA","RJ","10/2017","48733"
"330020","ARARUAMA","RJ","04/2017","51310"
"330020","ARARUAMA","RJ","07/2017","52317"
"330020","ARARUAMA","RJ","01/2017","49700"
"330020","ARARUAMA","RJ","05/2017","51614"
"330020","ARARUAMA","RJ","02/2017","50013"
"330020","ARARUAMA","RJ","06/2017","51931"
"330020","ARARUAMA","RJ","03/2017","50656"
"330020","ARARUAMA","RJ","11/2018","50414"
"330020","ARARUAMA","RJ","07/2018","51298"
"330020","ARARUAMA","RJ","10/2018","49953"
"330020","ARARUAMA","RJ","12/2018","48789"
"330020","ARARUAMA","RJ","09/2018","49403"
"330020","ARARUAMA","RJ","08/2018","48868"
"330020","ARARUAMA","RJ","06/2018","51126"
"330020","ARARUAMA","RJ","04/2018","50130"
"330020","ARARUAMA","RJ","05/2018","50749"
"330020","ARARUAMA","RJ","03/2018","49603"
"330020","ARARUAMA","RJ","02/2018","50991"
"330020","ARARUAMA","RJ","01/2018","50520"
"330020","ARARUAMA","RJ","10/2019","49751"
"330020","ARARUAMA","RJ","12/2019","50642"
"330020","ARARUAMA","RJ","11/2019","50209"
"330020","ARARUAMA","RJ","08/2019","51464"
"330020","ARARUAMA","RJ","09/2019","49300"
"330020","ARARUAMA","RJ","07/2019","50952"
"330020","ARARUAMA","RJ","06/2019","50469"
"330020","ARARUAMA","RJ","05/2019","49836"
"330020","ARARUAMA","RJ","04/2019","49347"
"330020","ARARUAMA","RJ","03/2019","50020"
"330020","ARARUAMA","RJ","02/2019","49603"
"330020","ARARUAMA","RJ","01/2019","49217"
"330020","ARARUAMA","RJ","10/2020","50114"
"330020","ARARUAMA","RJ","11/2020","48390"
"330020","ARARUAMA","RJ","07/2020","49828"
"330020","ARARUAMA","RJ","12/2020","48702"
"330020","ARARUAMA","RJ","09/2020","49952"
"330020","ARARUAMA","RJ","08/2020","49861"
"330020","ARARUAMA","RJ","06/2020","49758"
"330020","ARARUAMA","RJ","05/2020","49708"
"330020","ARARUAMA","RJ","04/2020","49662"
"330020","ARARUAMA","RJ","03/2020","49565"
"330020","ARARUAMA","RJ","02/2020","49128"
"330020","ARARUAMA","RJ","01/2020","50957"
"330020","ARARUAMA","RJ","01/2021","48761"
"330020","ARARUAMA","RJ","10/2021","51128"
"330020","ARARUAMA","RJ","03/2021","48962"
"330020","ARARUAMA","RJ","04/2021","49242"
"330020","ARARUAMA","RJ","12/2021","52127"
"330020","ARARUAMA","RJ","02/2021","48796"
"330020","ARARUAMA","RJ","11/2021","51860"
"330020","ARARUAMA","RJ","09/2021","50640"
"330020","ARARUAMA","RJ","08/2021","50338"
"330020","ARARUAMA","RJ","05/2021","49438"
"330020","ARARUAMA","RJ","06/2021","49631"
"330020","ARARUAMA","RJ","07/2021","49987"
"330020","ARARUAMA","RJ","01/2022","52588"
"330020","ARARUAMA","RJ","02/2022","53478"
"330020","ARARUAMA","RJ","03/2022","54001"
"330020","ARARUAMA","RJ","04/2022","54877"
"330020","ARARUAMA","RJ","05/2022","55687"
"330020","ARARUAMA","RJ","06/2022","56212"
"330020","ARARUAMA","RJ","07/2022","56952"
"330020","ARARUAMA","RJ","08/2022","57694"
"330020","ARARUAMA","RJ","09/2022","58648"
"330020","ARARUAMA","RJ","10/2022","59903"
"330020","ARARUAMA","RJ","11/2022","61766"
"330020","ARARUAMA","RJ","12/2022","64902"
"330020","ARARUAMA","RJ","01/2023","65505"
"330020","ARARUAMA","RJ","02/2023","66263"
"330020","ARARUAMA","RJ","03/2023","66901"
"330020","ARARUAMA","RJ","04/2023","66707"
"330020","ARARUAMA","RJ","05/2023","67063"
"330020","ARARUAMA","RJ","06/2023","67521"
"330020","ARARUAMA","RJ","07/2023","68167"
"330020","ARARUAMA","RJ","09/2023","69315"
"330020","ARARUAMA","RJ","10/2023","69729"
"330020","ARARUAMA","RJ","08/2023","68708"
"330020","ARARUAMA","RJ","11/2023","70190"
"330020","ARARUAMA","RJ","12/2023","70549"
"330020","ARARUAMA","RJ","01/2024","68575"
"330020","ARARUAMA","RJ","02/2024","68514"
"330020","ARARUAMA","RJ","03/2024","69238"
"330020","ARARUAMA","RJ","04/2024","69560"
"330020","ARARUAMA","RJ","05/2024","69578"
"330020","ARARUAMA","RJ","06/2024","69828"
"330020","ARARUAMA","RJ","07/2024","68224"
"330020","ARARUAMA","RJ","08/2024","68956"
"330020","ARARUAMA","RJ","09/2024","67915"
"330020","ARARUAMA","RJ","10/2024","68443"
"330020","ARARUAMA","RJ","11/2024","69108"
"330020","ARARUAMA","RJ","12/2024","69907"
"330020","ARARUAMA","RJ","05/2025","71112"
"330020","ARARUAMA","RJ","03/2025","69801"
"330020","ARARUAMA","RJ","01/2025","69148"
"330020","ARARUAMA","RJ","02/2025","69425"
"330020","ARARUAMA","RJ","08/2012","46565"
"330022","AREAL","RJ","01/2018","5275"
"330022","AREAL","RJ","08/2012","4149"
"330022","AREAL","RJ","09/2012","4279"
"330022","AREAL","RJ","10/2012","4286"
"330022","AREAL","RJ","11/2012","4275"
"330022","AREAL","RJ","12/2012","4280"
"330022","AREAL","RJ","11/2013","5277"
"330022","AREAL","RJ","10/2013","5214"
"330022","AREAL","RJ","12/2013","5342"
"330022","AREAL","RJ","08/2013","5019"
"330022","AREAL","RJ","09/2013","5152"
"330022","AREAL","RJ","07/2013","4934"
"330022","AREAL","RJ","06/2013","4779"
"330022","AREAL","RJ","05/2013","4700"
"330022","AREAL","RJ","04/2013","4639"
"330022","AREAL","RJ","03/2013","4505"
"330022","AREAL","RJ","02/2013","4425"
"330022","AREAL","RJ","01/2013","4287"
"330022","AREAL","RJ","11/2014","5601"
"330022","AREAL","RJ","10/2014","5608"
"330022","AREAL","RJ","12/2014","5616"
"330022","AREAL","RJ","09/2014","5602"
"330022","AREAL","RJ","08/2014","5601"
"330022","AREAL","RJ","07/2014","5530"
"330022","AREAL","RJ","02/2014","5410"
"330022","AREAL","RJ","03/2014","5430"
"330022","AREAL","RJ","06/2014","5506"
"330022","AREAL","RJ","05/2014","5471"
"330022","AREAL","RJ","04/2014","5445"
"330022","AREAL","RJ","01/2014","5359"
"330022","AREAL","RJ","09/2015","5410"
"330022","AREAL","RJ","10/2015","5445"
"330022","AREAL","RJ","02/2015","5317"
"330022","AREAL","RJ","07/2015","5333"
"330022","AREAL","RJ","11/2015","5467"
"330022","AREAL","RJ","08/2015","5379"
"330022","AREAL","RJ","06/2015","5417"
"330022","AREAL","RJ","05/2015","5389"
"330022","AREAL","RJ","04/2015","5388"
"330022","AREAL","RJ","03/2015","5360"
"330022","AREAL","RJ","12/2015","5513"
"330022","AREAL","RJ","01/2015","5273"
"330022","AREAL","RJ","11/2016","5619"
"330022","AREAL","RJ","08/2016","5608"
"330022","AREAL","RJ","12/2016","5360"
"330022","AREAL","RJ","10/2016","5582"
"330022","AREAL","RJ","09/2016","5604"
"330022","AREAL","RJ","07/2016","5577"
"330022","AREAL","RJ","06/2016","5554"
"330022","AREAL","RJ","05/2016","5531"
"330022","AREAL","RJ","02/2016","5436"
"330022","AREAL","RJ","04/2016","5508"
"330022","AREAL","RJ","03/2016","5482"
"330022","AREAL","RJ","01/2016","5405"
"330022","AREAL","RJ","09/2017","5048"
"330022","AREAL","RJ","12/2017","5258"
"330022","AREAL","RJ","08/2017","5672"
"330022","AREAL","RJ","11/2017","5197"
"330022","AREAL","RJ","10/2017","5140"
"330022","AREAL","RJ","04/2017","5514"
"330022","AREAL","RJ","07/2017","5601"
"330022","AREAL","RJ","01/2017","5378"
"330022","AREAL","RJ","05/2017","5546"
"330022","AREAL","RJ","02/2017","5416"
"330022","AREAL","RJ","06/2017","5583"
"330022","AREAL","RJ","03/2017","5455"
"330022","AREAL","RJ","11/2018","5316"
"330022","AREAL","RJ","07/2018","5263"
"330022","AREAL","RJ","10/2018","5194"
"330022","AREAL","RJ","12/2018","5120"
"330022","AREAL","RJ","09/2018","5074"
"330022","AREAL","RJ","08/2018","5001"
"330022","AREAL","RJ","06/2018","5240"
"330022","AREAL","RJ","04/2018","5121"
"330022","AREAL","RJ","05/2018","5202"
"330022","AREAL","RJ","03/2018","5047"
"330022","AREAL","RJ","02/2018","5306"
"330022","AREAL","RJ","10/2019","5077"
"330022","AREAL","RJ","12/2019","5136"
"330022","AREAL","RJ","11/2019","5116"
"330022","AREAL","RJ","08/2019","5277"
"330022","AREAL","RJ","09/2019","5045"
"330022","AREAL","RJ","07/2019","5233"
"330022","AREAL","RJ","06/2019","5204"
