"Código","Unidade Territorial","UF","Referência","Quantidade total de pessoas inscritas no Cadastro Único"
"330385","PATY DO ALFERES","RJ","01/2014","14292"
"330385","PATY DO ALFERES","RJ","09/2015","14058"
"330385","PATY DO ALFERES","RJ","10/2015","14074"
"330385","PATY DO ALFERES","RJ","12/2015","14221"
"330385","PATY DO ALFERES","RJ","02/2015","14022"
"330385","PATY DO ALFERES","RJ","07/2015","13984"
"330385","PATY DO ALFERES","RJ","11/2015","14128"
"330385","PATY DO ALFERES","RJ","08/2015","14034"
"330385","PATY DO ALFERES","RJ","06/2015","14168"
"330385","PATY DO ALFERES","RJ","05/2015","14138"
"330385","PATY DO ALFERES","RJ","04/2015","14110"
"330385","PATY DO ALFERES","RJ","03/2015","14050"
"330385","PATY DO ALFERES","RJ","01/2015","13987"
"330385","PATY DO ALFERES","RJ","11/2016","13768"
"330385","PATY DO ALFERES","RJ","08/2016","13730"
"330385","PATY DO ALFERES","RJ","12/2016","12972"
"330385","PATY DO ALFERES","RJ","10/2016","13758"
"330385","PATY DO ALFERES","RJ","09/2016","13745"
"330385","PATY DO ALFERES","RJ","07/2016","13686"
"330385","PATY DO ALFERES","RJ","06/2016","13627"
"330385","PATY DO ALFERES","RJ","05/2016","13584"
"330385","PATY DO ALFERES","RJ","02/2016","13507"
"330385","PATY DO ALFERES","RJ","04/2016","13525"
"330385","PATY DO ALFERES","RJ","03/2016","13501"
"330385","PATY DO ALFERES","RJ","01/2016","13520"
"330385","PATY DO ALFERES","RJ","09/2017","12040"
"330385","PATY DO ALFERES","RJ","12/2017","12405"
"330385","PATY DO ALFERES","RJ","08/2017","13293"
"330385","PATY DO ALFERES","RJ","11/2017","12295"
"330385","PATY DO ALFERES","RJ","10/2017","12209"
"330385","PATY DO ALFERES","RJ","04/2017","13121"
"330385","PATY DO ALFERES","RJ","07/2017","13252"
"330385","PATY DO ALFERES","RJ","01/2017","12985"
"330385","PATY DO ALFERES","RJ","05/2017","13152"
"330385","PATY DO ALFERES","RJ","02/2017","13021"
"330385","PATY DO ALFERES","RJ","06/2017","13185"
"330385","PATY DO ALFERES","RJ","03/2017","13051"
"330385","PATY DO ALFERES","RJ","11/2018","11937"
"330385","PATY DO ALFERES","RJ","07/2018","12391"
"330385","PATY DO ALFERES","RJ","10/2018","11801"
"330385","PATY DO ALFERES","RJ","12/2018","11551"
"330385","PATY DO ALFERES","RJ","09/2018","11653"
"330385","PATY DO ALFERES","RJ","08/2018","11550"
"330385","PATY DO ALFERES","RJ","06/2018","12311"
"330385","PATY DO ALFERES","RJ","04/2018","12107"
"330385","PATY DO ALFERES","RJ","05/2018","12250"
"330385","PATY DO ALFERES","RJ","03/2018","11999"
"330385","PATY DO ALFERES","RJ","02/2018","12459"
"330385","PATY DO ALFERES","RJ","01/2018","12455"
"330385","PATY DO ALFERES","RJ","10/2019","11381"
"330385","PATY DO ALFERES","RJ","12/2019","11510"
"330385","PATY DO ALFERES","RJ","11/2019","11409"
"330385","PATY DO ALFERES","RJ","08/2019","11791"
"330385","PATY DO ALFERES","RJ","09/2019","11268"
"330385","PATY DO ALFERES","RJ","07/2019","11691"
"330385","PATY DO ALFERES","RJ","06/2019","11632"
"330385","PATY DO ALFERES","RJ","05/2019","11585"
"330385","PATY DO ALFERES","RJ","04/2019","11518"
"330385","PATY DO ALFERES","RJ","03/2019","11720"
"330385","PATY DO ALFERES","RJ","02/2019","11652"
"330385","PATY DO ALFERES","RJ","01/2019","11588"
"330385","PATY DO ALFERES","RJ","10/2020","11490"
"330385","PATY DO ALFERES","RJ","11/2020","11263"
"330385","PATY DO ALFERES","RJ","07/2020","11274"
"330385","PATY DO ALFERES","RJ","12/2020","11312"
"330385","PATY DO ALFERES","RJ","09/2020","11415"
"330385","PATY DO ALFERES","RJ","08/2020","11345"
"330385","PATY DO ALFERES","RJ","06/2020","11263"
"330385","PATY DO ALFERES","RJ","05/2020","11233"
"330385","PATY DO ALFERES","RJ","04/2020","11229"
"330385","PATY DO ALFERES","RJ","03/2020","11214"
"330385","PATY DO ALFERES","RJ","02/2020","11174"
"330385","PATY DO ALFERES","RJ","01/2020","11525"
"330385","PATY DO ALFERES","RJ","01/2021","11335"
"330385","PATY DO ALFERES","RJ","10/2021","11857"
"330385","PATY DO ALFERES","RJ","03/2021","11408"
"330385","PATY DO ALFERES","RJ","04/2021","11480"
"330385","PATY DO ALFERES","RJ","12/2021","12079"
"330385","PATY DO ALFERES","RJ","02/2021","11385"
"330385","PATY DO ALFERES","RJ","11/2021","11988"
"330385","PATY DO ALFERES","RJ","09/2021","11794"
"330385","PATY DO ALFERES","RJ","08/2021","11746"
"330385","PATY DO ALFERES","RJ","05/2021","11537"
"330385","PATY DO ALFERES","RJ","06/2021","11582"
"330385","PATY DO ALFERES","RJ","07/2021","11687"
"330385","PATY DO ALFERES","RJ","01/2022","12194"
"330385","PATY DO ALFERES","RJ","02/2022","12431"
"330385","PATY DO ALFERES","RJ","03/2022","12526"
"330385","PATY DO ALFERES","RJ","04/2022","12690"
"330385","PATY DO ALFERES","RJ","05/2022","12833"
"330385","PATY DO ALFERES","RJ","06/2022","13002"
"330385","PATY DO ALFERES","RJ","07/2022","13224"
"330385","PATY DO ALFERES","RJ","08/2022","13404"
"330385","PATY DO ALFERES","RJ","09/2022","13624"
"330385","PATY DO ALFERES","RJ","10/2022","13945"
"330385","PATY DO ALFERES","RJ","11/2022","14112"
"330385","PATY DO ALFERES","RJ","12/2022","14319"
"330385","PATY DO ALFERES","RJ","01/2023","14403"
"330385","PATY DO ALFERES","RJ","02/2023","14549"
"330385","PATY DO ALFERES","RJ","04/2023","14607"
"330385","PATY DO ALFERES","RJ","03/2023","14614"
"330385","PATY DO ALFERES","RJ","05/2023","14623"
"330385","PATY DO ALFERES","RJ","06/2023","14698"
"330385","PATY DO ALFERES","RJ","07/2023","14880"
"330385","PATY DO ALFERES","RJ","08/2023","14987"
"330385","PATY DO ALFERES","RJ","09/2023","15085"
"330385","PATY DO ALFERES","RJ","10/2023","15147"
"330385","PATY DO ALFERES","RJ","11/2023","15249"
"330385","PATY DO ALFERES","RJ","12/2023","15337"
"330385","PATY DO ALFERES","RJ","01/2024","15073"
"330385","PATY DO ALFERES","RJ","02/2024","15066"
"330385","PATY DO ALFERES","RJ","03/2024","15070"
"330385","PATY DO ALFERES","RJ","04/2024","15113"
"330385","PATY DO ALFERES","RJ","05/2024","15123"
"330385","PATY DO ALFERES","RJ","06/2024","15176"
"330385","PATY DO ALFERES","RJ","07/2024","14873"
"330385","PATY DO ALFERES","RJ","08/2024","15008"
"330385","PATY DO ALFERES","RJ","09/2024","14754"
"330385","PATY DO ALFERES","RJ","10/2024","14860"
"330385","PATY DO ALFERES","RJ","11/2024","14983"
"330385","PATY DO ALFERES","RJ","12/2024","15078"
"330385","PATY DO ALFERES","RJ","05/2025","15245"
"330385","PATY DO ALFERES","RJ","03/2025","15030"
"330385","PATY DO ALFERES","RJ","01/2025","15030"
"330385","PATY DO ALFERES","RJ","02/2025","15001"
"330390","PETRÓPOLIS","RJ","09/2012","73019"
"330390","PETRÓPOLIS","RJ","10/2012","73000"
"330390","PETRÓPOLIS","RJ","02/2025","114066"
"330390","PETRÓPOLIS","RJ","11/2012","74843"
"330390","PETRÓPOLIS","RJ","12/2012","76096"
"330390","PETRÓPOLIS","RJ","11/2013","81088"
"330390","PETRÓPOLIS","RJ","10/2013","79591"
"330390","PETRÓPOLIS","RJ","12/2013","82024"
"330390","PETRÓPOLIS","RJ","08/2013","78340"
"330390","PETRÓPOLIS","RJ","09/2013","78944"
"330390","PETRÓPOLIS","RJ","07/2013","78202"
"330390","PETRÓPOLIS","RJ","06/2013","77502"
"330390","PETRÓPOLIS","RJ","05/2013","76997"
"330390","PETRÓPOLIS","RJ","04/2013","76930"
"330390","PETRÓPOLIS","RJ","03/2013","76086"
"330390","PETRÓPOLIS","RJ","02/2013","76181"
"330390","PETRÓPOLIS","RJ","01/2013","76161"
"330390","PETRÓPOLIS","RJ","11/2014","85171"
"330390","PETRÓPOLIS","RJ","10/2014","85055"
"330390","PETRÓPOLIS","RJ","12/2014","85227"
"330390","PETRÓPOLIS","RJ","09/2014","84561"
"330390","PETRÓPOLIS","RJ","08/2014","84193"
"330390","PETRÓPOLIS","RJ","07/2014","83152"
"330390","PETRÓPOLIS","RJ","02/2014","82526"
"330390","PETRÓPOLIS","RJ","03/2014","82484"
"330390","PETRÓPOLIS","RJ","06/2014","82924"
"330390","PETRÓPOLIS","RJ","05/2014","82645"
"330390","PETRÓPOLIS","RJ","01/2014","82291"
"330390","PETRÓPOLIS","RJ","04/2014","82539"
"330390","PETRÓPOLIS","RJ","09/2015","75555"
"330390","PETRÓPOLIS","RJ","10/2015","75713"
"330390","PETRÓPOLIS","RJ","12/2015","77044"
"330390","PETRÓPOLIS","RJ","02/2015","75434"
"330390","PETRÓPOLIS","RJ","07/2015","73985"
"330390","PETRÓPOLIS","RJ","11/2015","76061"
"330390","PETRÓPOLIS","RJ","08/2015","74947"
"330390","PETRÓPOLIS","RJ","06/2015","77366"
"330390","PETRÓPOLIS","RJ","05/2015","77143"
"330390","PETRÓPOLIS","RJ","04/2015","76520"
"330390","PETRÓPOLIS","RJ","03/2015","75618"
"330390","PETRÓPOLIS","RJ","01/2015","75374"
"330390","PETRÓPOLIS","RJ","11/2016","76068"
"330390","PETRÓPOLIS","RJ","08/2016","75102"
"330390","PETRÓPOLIS","RJ","12/2016","70146"
"330390","PETRÓPOLIS","RJ","10/2016","75836"
"330390","PETRÓPOLIS","RJ","09/2016","75536"
"330390","PETRÓPOLIS","RJ","07/2016","74811"
"330390","PETRÓPOLIS","RJ","06/2016","74685"
"330390","PETRÓPOLIS","RJ","05/2016","74470"
"330390","PETRÓPOLIS","RJ","02/2016","73865"
"330390","PETRÓPOLIS","RJ","04/2016","74281"
"330390","PETRÓPOLIS","RJ","03/2016","73970"
"330390","PETRÓPOLIS","RJ","01/2016","73660"
"330390","PETRÓPOLIS","RJ","09/2017","63122"
"330390","PETRÓPOLIS","RJ","12/2017","67228"
"330390","PETRÓPOLIS","RJ","08/2017","72715"
"330390","PETRÓPOLIS","RJ","11/2017","65830"
"330390","PETRÓPOLIS","RJ","10/2017","64578"
"330390","PETRÓPOLIS","RJ","04/2017","71123"
"330390","PETRÓPOLIS","RJ","07/2017","72290"
"330390","PETRÓPOLIS","RJ","01/2017","70407"
"330390","PETRÓPOLIS","RJ","05/2017","71512"
"330390","PETRÓPOLIS","RJ","02/2017","70553"
"330390","PETRÓPOLIS","RJ","06/2017","71915"
"330390","PETRÓPOLIS","RJ","03/2017","70764"
"330390","PETRÓPOLIS","RJ","11/2018","67497"
"330390","PETRÓPOLIS","RJ","07/2018","68475"
"330390","PETRÓPOLIS","RJ","10/2018","66607"
"330390","PETRÓPOLIS","RJ","12/2018","64987"
"330390","PETRÓPOLIS","RJ","09/2018","65318"
"330390","PETRÓPOLIS","RJ","08/2018","64351"
"330390","PETRÓPOLIS","RJ","06/2018","67868"
"330390","PETRÓPOLIS","RJ","04/2018","65818"
"330390","PETRÓPOLIS","RJ","05/2018","67023"
"330390","PETRÓPOLIS","RJ","03/2018","65045"
"330390","PETRÓPOLIS","RJ","02/2018","69005"
"330390","PETRÓPOLIS","RJ","01/2018","68283"
"330390","PETRÓPOLIS","RJ","08/2012","72987"
"330390","PETRÓPOLIS","RJ","10/2019","68816"
"330390","PETRÓPOLIS","RJ","12/2019","70809"
"330390","PETRÓPOLIS","RJ","11/2019","69663"
"330390","PETRÓPOLIS","RJ","08/2019","72241"
"330390","PETRÓPOLIS","RJ","09/2019","67517"
"330390","PETRÓPOLIS","RJ","07/2019","71051"
"330390","PETRÓPOLIS","RJ","06/2019","70138"
"330390","PETRÓPOLIS","RJ","05/2019","68951"
"330390","PETRÓPOLIS","RJ","04/2019","67923"
"330390","PETRÓPOLIS","RJ","03/2019","68107"
"330390","PETRÓPOLIS","RJ","02/2019","67302"
"330390","PETRÓPOLIS","RJ","01/2019","66104"
"330390","PETRÓPOLIS","RJ","10/2020","72121"
"330390","PETRÓPOLIS","RJ","11/2020","69276"
"330390","PETRÓPOLIS","RJ","07/2020","70302"
"330390","PETRÓPOLIS","RJ","12/2020","69829"
"330390","PETRÓPOLIS","RJ","09/2020","71489"
"330390","PETRÓPOLIS","RJ","08/2020","70939"
"330390","PETRÓPOLIS","RJ","06/2020","70056"
"330390","PETRÓPOLIS","RJ","05/2020","69959"
"330390","PETRÓPOLIS","RJ","04/2020","69904"
"330390","PETRÓPOLIS","RJ","03/2020","69780"
"330390","PETRÓPOLIS","RJ","02/2020","68836"
"330390","PETRÓPOLIS","RJ","01/2020","71421"
"330390","PETRÓPOLIS","RJ","01/2021","70076"
"330390","PETRÓPOLIS","RJ","10/2021","75616"
"330390","PETRÓPOLIS","RJ","03/2021","71087"
"330390","PETRÓPOLIS","RJ","04/2021","71612"
"330390","PETRÓPOLIS","RJ","12/2021","78871"
"330390","PETRÓPOLIS","RJ","02/2021","70604"
"330390","PETRÓPOLIS","RJ","11/2021","77511"
"330390","PETRÓPOLIS","RJ","09/2021","74967"
"330390","PETRÓPOLIS","RJ","08/2021","74260"
"330390","PETRÓPOLIS","RJ","05/2021","72154"
"330390","PETRÓPOLIS","RJ","06/2021","72745"
"330390","PETRÓPOLIS","RJ","07/2021","73541"
"330390","PETRÓPOLIS","RJ","01/2022","80179"
"330390","PETRÓPOLIS","RJ","02/2022","82926"
"330390","PETRÓPOLIS","RJ","03/2022","84091"
"330390","PETRÓPOLIS","RJ","04/2022","90402"
"330390","PETRÓPOLIS","RJ","05/2022","92747"
"330390","PETRÓPOLIS","RJ","06/2022","94913"
"330390","PETRÓPOLIS","RJ","07/2022","97260"
"330390","PETRÓPOLIS","RJ","08/2022","99971"
"330390","PETRÓPOLIS","RJ","09/2022","102640"
"330390","PETRÓPOLIS","RJ","10/2022","106139"
"330390","PETRÓPOLIS","RJ","11/2022","108785"
"330390","PETRÓPOLIS","RJ","12/2022","110871"
"330390","PETRÓPOLIS","RJ","01/2023","111770"
"330390","PETRÓPOLIS","RJ","02/2023","113344"
"330390","PETRÓPOLIS","RJ","04/2023","114516"
"330390","PETRÓPOLIS","RJ","03/2023","114723"
"330390","PETRÓPOLIS","RJ","05/2023","114836"
"330390","PETRÓPOLIS","RJ","06/2023","115534"
"330390","PETRÓPOLIS","RJ","07/2023","116001"
"330390","PETRÓPOLIS","RJ","08/2023","116418"
"330390","PETRÓPOLIS","RJ","09/2023","116929"
"330390","PETRÓPOLIS","RJ","10/2023","117497"
"330390","PETRÓPOLIS","RJ","11/2023","118009"
"330390","PETRÓPOLIS","RJ","12/2023","118871"
"330390","PETRÓPOLIS","RJ","02/2024","116057"
"330390","PETRÓPOLIS","RJ","03/2024","116955"
"330390","PETRÓPOLIS","RJ","04/2024","117153"
"330390","PETRÓPOLIS","RJ","05/2024","117103"
"330390","PETRÓPOLIS","RJ","07/2024","114238"
"330390","PETRÓPOLIS","RJ","01/2024","115921"
"330390","PETRÓPOLIS","RJ","08/2024","114701"
"330390","PETRÓPOLIS","RJ","09/2024","113101"
"330390","PETRÓPOLIS","RJ","10/2024","113706"
"330390","PETRÓPOLIS","RJ","11/2024","114540"
"330390","PETRÓPOLIS","RJ","12/2024","115392"
"330390","PETRÓPOLIS","RJ","06/2024","117195"
"330390","PETRÓPOLIS","RJ","05/2025","115943"
"330390","PETRÓPOLIS","RJ","03/2025","114546"
"330390","PETRÓPOLIS","RJ","01/2025","114022"
"330395","PINHEIRAL","RJ","11/2024","10644"
"330395","PINHEIRAL","RJ","05/2025","10811"
"330395","PINHEIRAL","RJ","01/2025","10615"
"330395","PINHEIRAL","RJ","02/2025","10658"
"330395","PINHEIRAL","RJ","08/2012","10063"
"330395","PINHEIRAL","RJ","09/2012","9988"
"330395","PINHEIRAL","RJ","10/2012","9967"
"330395","PINHEIRAL","RJ","11/2012","10013"
"330395","PINHEIRAL","RJ","12/2012","9972"
"330395","PINHEIRAL","RJ","11/2013","10123"
"330395","PINHEIRAL","RJ","10/2013","10020"
"330395","PINHEIRAL","RJ","12/2013","10216"
"330395","PINHEIRAL","RJ","07/2013","9935"
"330395","PINHEIRAL","RJ","06/2013","9883"
"330395","PINHEIRAL","RJ","05/2013","9911"
"330395","PINHEIRAL","RJ","08/2013","9938"
"330395","PINHEIRAL","RJ","04/2013","9907"
"330395","PINHEIRAL","RJ","09/2013","9967"
"330395","PINHEIRAL","RJ","03/2013","9946"
"330395","PINHEIRAL","RJ","02/2013","9996"
"330395","PINHEIRAL","RJ","01/2013","9984"
"330395","PINHEIRAL","RJ","11/2014","10559"
"330395","PINHEIRAL","RJ","10/2014","10506"
"330395","PINHEIRAL","RJ","12/2014","10589"
"330395","PINHEIRAL","RJ","09/2014","10416"
"330395","PINHEIRAL","RJ","08/2014","10441"
"330395","PINHEIRAL","RJ","07/2014","10364"
"330395","PINHEIRAL","RJ","02/2014","10191"
"330395","PINHEIRAL","RJ","03/2014","10142"
"330395","PINHEIRAL","RJ","06/2014","10312"
"330395","PINHEIRAL","RJ","05/2014","10262"
"330395","PINHEIRAL","RJ","04/2014","10150"
"330395","PINHEIRAL","RJ","01/2014","10203"
"330395","PINHEIRAL","RJ","09/2015","8832"
"330395","PINHEIRAL","RJ","10/2015","8814"
"330395","PINHEIRAL","RJ","12/2015","8932"
"330395","PINHEIRAL","RJ","02/2015","8792"
"330395","PINHEIRAL","RJ","07/2015","8714"
"330395","PINHEIRAL","RJ","11/2015","8919"
"330395","PINHEIRAL","RJ","08/2015","8798"
"330395","PINHEIRAL","RJ","06/2015","8959"
"330395","PINHEIRAL","RJ","05/2015","8944"
"330395","PINHEIRAL","RJ","04/2015","8900"
"330395","PINHEIRAL","RJ","03/2015","8842"
"330395","PINHEIRAL","RJ","01/2015","8814"
"330395","PINHEIRAL","RJ","11/2016","9131"
"330395","PINHEIRAL","RJ","08/2016","8961"
"330395","PINHEIRAL","RJ","10/2016","9049"
"330395","PINHEIRAL","RJ","09/2016","8997"
"330395","PINHEIRAL","RJ","07/2016","8926"
"330395","PINHEIRAL","RJ","06/2016","8844"
"330395","PINHEIRAL","RJ","05/2016","8808"
"330395","PINHEIRAL","RJ","02/2016","8588"
"330395","PINHEIRAL","RJ","04/2016","8744"
"330395","PINHEIRAL","RJ","03/2016","8613"
"330395","PINHEIRAL","RJ","01/2016","8582"
"330395","PINHEIRAL","RJ","12/2016","8700"
"330395","PINHEIRAL","RJ","09/2017","8164"
"330395","PINHEIRAL","RJ","12/2017","8430"
"330395","PINHEIRAL","RJ","08/2017","8986"
"330395","PINHEIRAL","RJ","11/2017","8323"
"330395","PINHEIRAL","RJ","10/2017","8240"
"330395","PINHEIRAL","RJ","04/2017","8707"
"330395","PINHEIRAL","RJ","07/2017","8879"
"330395","PINHEIRAL","RJ","01/2017","8693"
"330395","PINHEIRAL","RJ","05/2017","8756"
"330395","PINHEIRAL","RJ","02/2017","8706"
"330395","PINHEIRAL","RJ","06/2017","8810"
"330395","PINHEIRAL","RJ","03/2017","8695"
"330395","PINHEIRAL","RJ","11/2018","8347"
"330395","PINHEIRAL","RJ","07/2018","8398"
"330395","PINHEIRAL","RJ","10/2018","8238"
"330395","PINHEIRAL","RJ","12/2018","8017"
"330395","PINHEIRAL","RJ","09/2018","8017"
"330395","PINHEIRAL","RJ","08/2018","7926"
"330395","PINHEIRAL","RJ","06/2018","8400"
"330395","PINHEIRAL","RJ","04/2018","8337"
"330395","PINHEIRAL","RJ","05/2018","8417"
"330395","PINHEIRAL","RJ","03/2018","8252"
"330395","PINHEIRAL","RJ","02/2018","8514"
"330395","PINHEIRAL","RJ","01/2018","8449"
"330395","PINHEIRAL","RJ","10/2019","7898"
"330395","PINHEIRAL","RJ","12/2019","8005"
"330395","PINHEIRAL","RJ","11/2019","7948"
"330395","PINHEIRAL","RJ","08/2019","8158"
"330395","PINHEIRAL","RJ","09/2019","7837"
"330395","PINHEIRAL","RJ","07/2019","8049"
"330395","PINHEIRAL","RJ","06/2019","7998"
"330395","PINHEIRAL","RJ","05/2019","7946"
"330395","PINHEIRAL","RJ","04/2019","7906"
"330395","PINHEIRAL","RJ","03/2019","8108"
"330395","PINHEIRAL","RJ","02/2019","8098"
"330395","PINHEIRAL","RJ","01/2019","8043"
"330395","PINHEIRAL","RJ","10/2020","7961"
"330395","PINHEIRAL","RJ","11/2020","7748"
"330395","PINHEIRAL","RJ","07/2020","7842"
"330395","PINHEIRAL","RJ","12/2020","7769"
"330395","PINHEIRAL","RJ","09/2020","7925"
"330395","PINHEIRAL","RJ","08/2020","7897"
"330395","PINHEIRAL","RJ","06/2020","7838"
"330395","PINHEIRAL","RJ","05/2020","7832"
"330395","PINHEIRAL","RJ","04/2020","7835"
"330395","PINHEIRAL","RJ","03/2020","7831"
"330395","PINHEIRAL","RJ","02/2020","7804"
"330395","PINHEIRAL","RJ","01/2020","8014"
"330395","PINHEIRAL","RJ","01/2021","7775"
"330395","PINHEIRAL","RJ","10/2021","8178"
"330395","PINHEIRAL","RJ","03/2021","7892"
"330395","PINHEIRAL","RJ","04/2021","7918"
"330395","PINHEIRAL","RJ","12/2021","8388"
"330395","PINHEIRAL","RJ","02/2021","7827"
"330395","PINHEIRAL","RJ","11/2021","8294"
"330395","PINHEIRAL","RJ","09/2021","8135"
"330395","PINHEIRAL","RJ","08/2021","8118"
"330395","PINHEIRAL","RJ","05/2021","7941"
"330395","PINHEIRAL","RJ","06/2021","7990"
"330395","PINHEIRAL","RJ","07/2021","8046"
"330395","PINHEIRAL","RJ","01/2022","8422"
"330395","PINHEIRAL","RJ","02/2022","8707"
"330395","PINHEIRAL","RJ","03/2022","8842"
"330395","PINHEIRAL","RJ","04/2022","8965"
"330395","PINHEIRAL","RJ","05/2022","9091"
"330395","PINHEIRAL","RJ","06/2022","9207"
"330395","PINHEIRAL","RJ","07/2022","9388"
"330395","PINHEIRAL","RJ","08/2022","9486"
"330395","PINHEIRAL","RJ","09/2022","9696"
"330395","PINHEIRAL","RJ","10/2022","9941"
"330395","PINHEIRAL","RJ","11/2022","10038"
"330395","PINHEIRAL","RJ","12/2022","10209"
"330395","PINHEIRAL","RJ","01/2023","10228"
"330395","PINHEIRAL","RJ","02/2023","10386"
"330395","PINHEIRAL","RJ","04/2023","10425"
"330395","PINHEIRAL","RJ","03/2023","10456"
"330395","PINHEIRAL","RJ","05/2023","10512"
"330395","PINHEIRAL","RJ","03/2025","10680"
"330395","PINHEIRAL","RJ","06/2023","10575"
"330395","PINHEIRAL","RJ","07/2023","10773"
"330395","PINHEIRAL","RJ","08/2023","10844"
"330395","PINHEIRAL","RJ","09/2023","10907"
"330395","PINHEIRAL","RJ","10/2023","10942"
"330395","PINHEIRAL","RJ","11/2023","11047"
"330395","PINHEIRAL","RJ","12/2023","11102"
"330395","PINHEIRAL","RJ","01/2024","10870"
"330395","PINHEIRAL","RJ","02/2024","10882"
"330395","PINHEIRAL","RJ","03/2024","11003"
"330395","PINHEIRAL","RJ","04/2024","11011"
"330395","PINHEIRAL","RJ","05/2024","10990"
"330395","PINHEIRAL","RJ","06/2024","10938"
"330395","PINHEIRAL","RJ","07/2024","10664"
"330395","PINHEIRAL","RJ","08/2024","10776"
"330395","PINHEIRAL","RJ","09/2024","10500"
"330395","PINHEIRAL","RJ","10/2024","10563"
"330395","PINHEIRAL","RJ","12/2024","10737"
"330400","PIRAÍ","RJ","08/2023","11554"
"330400","PIRAÍ","RJ","08/2012","7867"
"330400","PIRAÍ","RJ","09/2012","8004"
"330400","PIRAÍ","RJ","10/2012","8038"
"330400","PIRAÍ","RJ","11/2012","8059"
"330400","PIRAÍ","RJ","12/2012","8159"
"330400","PIRAÍ","RJ","11/2013","8725"
"330400","PIRAÍ","RJ","10/2013","8662"
"330400","PIRAÍ","RJ","12/2013","8753"
"330400","PIRAÍ","RJ","08/2013","8535"
"330400","PIRAÍ","RJ","09/2013","8627"
"330400","PIRAÍ","RJ","07/2013","8486"
"330400","PIRAÍ","RJ","06/2013","8362"
"330400","PIRAÍ","RJ","05/2013","8280"
"330400","PIRAÍ","RJ","04/2013","8249"
"330400","PIRAÍ","RJ","03/2013","8220"
"330400","PIRAÍ","RJ","02/2013","8222"
"330400","PIRAÍ","RJ","01/2013","8195"
"330400","PIRAÍ","RJ","11/2014","9078"
"330400","PIRAÍ","RJ","10/2014","9099"
"330400","PIRAÍ","RJ","12/2014","9090"
"330400","PIRAÍ","RJ","09/2014","8980"
"330400","PIRAÍ","RJ","08/2014","8932"
"330400","PIRAÍ","RJ","07/2014","8906"
"330400","PIRAÍ","RJ","02/2014","8760"
"330400","PIRAÍ","RJ","03/2014","8758"
"330400","PIRAÍ","RJ","06/2014","8883"
"330400","PIRAÍ","RJ","05/2014","8798"
"330400","PIRAÍ","RJ","04/2014","8766"
"330400","PIRAÍ","RJ","01/2014","8755"
"330400","PIRAÍ","RJ","09/2015","7907"
"330400","PIRAÍ","RJ","10/2015","7948"
"330400","PIRAÍ","RJ","12/2015","8143"
"330400","PIRAÍ","RJ","02/2015","7925"
"330400","PIRAÍ","RJ","07/2015","7792"
"330400","PIRAÍ","RJ","11/2015","7989"
"330400","PIRAÍ","RJ","08/2015","7850"
"330400","PIRAÍ","RJ","06/2015","8195"
"330400","PIRAÍ","RJ","05/2015","8086"
"330400","PIRAÍ","RJ","04/2015","8025"
"330400","PIRAÍ","RJ","03/2015","7973"
"330400","PIRAÍ","RJ","01/2015","7860"
"330400","PIRAÍ","RJ","11/2016","8271"
"330400","PIRAÍ","RJ","08/2016","8178"
"330400","PIRAÍ","RJ","12/2016","7862"
"330400","PIRAÍ","RJ","10/2016","8266"
"330400","PIRAÍ","RJ","09/2016","8202"
"330400","PIRAÍ","RJ","07/2016","8109"
"330400","PIRAÍ","RJ","06/2016","8018"
"330400","PIRAÍ","RJ","05/2016","7924"
"330400","PIRAÍ","RJ","02/2016","7797"
"330400","PIRAÍ","RJ","04/2016","7843"
"330400","PIRAÍ","RJ","03/2016","7796"
"330400","PIRAÍ","RJ","01/2016","7752"
"330400","PIRAÍ","RJ","09/2017","7644"
"330400","PIRAÍ","RJ","12/2017","7985"
"330400","PIRAÍ","RJ","08/2017","8366"
"330400","PIRAÍ","RJ","11/2017","7891"
"330400","PIRAÍ","RJ","10/2017","7788"
"330400","PIRAÍ","RJ","04/2017","8151"
"330400","PIRAÍ","RJ","07/2017","8311"
"330400","PIRAÍ","RJ","01/2017","7910"
"330400","PIRAÍ","RJ","05/2017","8209"
"330400","PIRAÍ","RJ","02/2017","7955"
"330400","PIRAÍ","RJ","06/2017","8279"
"330400","PIRAÍ","RJ","03/2017","7996"
"330400","PIRAÍ","RJ","11/2018","8236"
"330400","PIRAÍ","RJ","07/2018","8189"
"330400","PIRAÍ","RJ","10/2018","8127"
"330400","PIRAÍ","RJ","12/2018","8006"
"330400","PIRAÍ","RJ","09/2018","7982"
"330400","PIRAÍ","RJ","08/2018","7862"
"330400","PIRAÍ","RJ","06/2018","8101"
"330400","PIRAÍ","RJ","04/2018","7941"
"330400","PIRAÍ","RJ","05/2018","8052"
"330400","PIRAÍ","RJ","03/2018","7864"
"330400","PIRAÍ","RJ","02/2018","8067"
"330400","PIRAÍ","RJ","01/2018","8011"
"330400","PIRAÍ","RJ","10/2019","8343"
"330400","PIRAÍ","RJ","12/2019","8515"
"330400","PIRAÍ","RJ","11/2019","8435"
"330400","PIRAÍ","RJ","08/2019","8580"
"330400","PIRAÍ","RJ","09/2019","8267"
"330400","PIRAÍ","RJ","07/2019","8415"
"330400","PIRAÍ","RJ","06/2019","8338"
"330400","PIRAÍ","RJ","05/2019","8263"
"330400","PIRAÍ","RJ","04/2019","8218"
