"Código","Unidade Territorial","UF","Referência","Quantidade total de famílias inscritas no Cadastro Único"
"330490","SÃO GONÇALO","RJ","10/2020","115082"
"330490","SÃO GONÇALO","RJ","11/2020","109944"
"330490","SÃO GONÇALO","RJ","07/2020","112511"
"330490","SÃO GONÇALO","RJ","12/2020","110844"
"330490","SÃO GONÇALO","RJ","09/2020","114080"
"330490","SÃO GONÇALO","RJ","08/2020","113066"
"330490","SÃO GONÇALO","RJ","06/2020","112261"
"330490","SÃO GONÇALO","RJ","05/2020","112181"
"330490","SÃO GONÇALO","RJ","04/2020","112074"
"330490","SÃO GONÇALO","RJ","03/2020","111699"
"330490","SÃO GONÇALO","RJ","02/2020","110418"
"330490","SÃO GONÇALO","RJ","01/2020","114847"
"330490","SÃO GONÇALO","RJ","01/2021","111644"
"330490","SÃO GONÇALO","RJ","10/2021","121712"
"330490","SÃO GONÇALO","RJ","03/2021","113604"
"330490","SÃO GONÇALO","RJ","04/2021","114875"
"330490","SÃO GONÇALO","RJ","12/2021","125145"
"330490","SÃO GONÇALO","RJ","02/2021","112736"
"330490","SÃO GONÇALO","RJ","11/2021","123990"
"330490","SÃO GONÇALO","RJ","09/2021","120288"
"330490","SÃO GONÇALO","RJ","08/2021","119443"
"330490","SÃO GONÇALO","RJ","05/2021","115772"
"330490","SÃO GONÇALO","RJ","06/2021","116701"
"330490","SÃO GONÇALO","RJ","07/2021","118241"
"330490","SÃO GONÇALO","RJ","01/2022","126559"
"330490","SÃO GONÇALO","RJ","02/2022","129044"
"330490","SÃO GONÇALO","RJ","03/2022","131176"
"330490","SÃO GONÇALO","RJ","04/2022","133949"
"330490","SÃO GONÇALO","RJ","05/2022","136126"
"330490","SÃO GONÇALO","RJ","06/2022","140695"
"330490","SÃO GONÇALO","RJ","07/2022","143547"
"330490","SÃO GONÇALO","RJ","08/2022","148945"
"330490","SÃO GONÇALO","RJ","09/2022","156037"
"330490","SÃO GONÇALO","RJ","10/2022","162838"
"330490","SÃO GONÇALO","RJ","11/2022","165729"
"330490","SÃO GONÇALO","RJ","12/2022","169497"
"330490","SÃO GONÇALO","RJ","01/2023","170379"
"330490","SÃO GONÇALO","RJ","02/2023","174124"
"330490","SÃO GONÇALO","RJ","03/2023","177078"
"330490","SÃO GONÇALO","RJ","04/2023","174238"
"330490","SÃO GONÇALO","RJ","05/2023","174748"
"330490","SÃO GONÇALO","RJ","06/2023","176740"
"330490","SÃO GONÇALO","RJ","07/2023","178765"
"330490","SÃO GONÇALO","RJ","08/2023","179698"
"330490","SÃO GONÇALO","RJ","09/2023","180414"
"330490","SÃO GONÇALO","RJ","10/2023","180918"
"330490","SÃO GONÇALO","RJ","11/2023","181717"
"330490","SÃO GONÇALO","RJ","12/2023","183939"
"330490","SÃO GONÇALO","RJ","01/2024","170168"
"330490","SÃO GONÇALO","RJ","02/2024","166822"
"330490","SÃO GONÇALO","RJ","03/2024","168181"
"330490","SÃO GONÇALO","RJ","04/2024","167997"
"330490","SÃO GONÇALO","RJ","06/2024","165146"
"330490","SÃO GONÇALO","RJ","07/2024","158521"
"330490","SÃO GONÇALO","RJ","08/2024","160578"
"330490","SÃO GONÇALO","RJ","09/2024","157557"
"330490","SÃO GONÇALO","RJ","10/2024","159371"
"330490","SÃO GONÇALO","RJ","11/2024","160869"
"330490","SÃO GONÇALO","RJ","12/2024","163302"
"330490","SÃO GONÇALO","RJ","05/2024","165806"
"330490","SÃO GONÇALO","RJ","05/2025","163138"
"330490","SÃO GONÇALO","RJ","03/2025","160043"
"330490","SÃO GONÇALO","RJ","01/2025","159539"
"330490","SÃO GONÇALO","RJ","02/2025","159287"
"330500","SÃO JOÃO DA BARRA","RJ","08/2012","5750"
"330500","SÃO JOÃO DA BARRA","RJ","09/2012","5849"
"330500","SÃO JOÃO DA BARRA","RJ","10/2012","5935"
"330500","SÃO JOÃO DA BARRA","RJ","11/2012","6010"
"330500","SÃO JOÃO DA BARRA","RJ","12/2012","6111"
"330500","SÃO JOÃO DA BARRA","RJ","11/2013","6820"
"330500","SÃO JOÃO DA BARRA","RJ","10/2013","6762"
"330500","SÃO JOÃO DA BARRA","RJ","12/2013","6857"
"330500","SÃO JOÃO DA BARRA","RJ","08/2013","6661"
"330500","SÃO JOÃO DA BARRA","RJ","09/2013","6713"
"330500","SÃO JOÃO DA BARRA","RJ","07/2013","6599"
"330500","SÃO JOÃO DA BARRA","RJ","06/2013","6535"
"330500","SÃO JOÃO DA BARRA","RJ","05/2013","6483"
"330500","SÃO JOÃO DA BARRA","RJ","04/2013","6460"
"330500","SÃO JOÃO DA BARRA","RJ","03/2013","6379"
"330500","SÃO JOÃO DA BARRA","RJ","02/2013","6370"
"330500","SÃO JOÃO DA BARRA","RJ","01/2013","6274"
"330500","SÃO JOÃO DA BARRA","RJ","11/2014","7220"
"330500","SÃO JOÃO DA BARRA","RJ","10/2014","7174"
"330500","SÃO JOÃO DA BARRA","RJ","12/2014","7269"
"330500","SÃO JOÃO DA BARRA","RJ","09/2014","7142"
"330500","SÃO JOÃO DA BARRA","RJ","08/2014","7100"
"330500","SÃO JOÃO DA BARRA","RJ","07/2014","7025"
"330500","SÃO JOÃO DA BARRA","RJ","02/2014","6894"
"330500","SÃO JOÃO DA BARRA","RJ","03/2014","6924"
"330500","SÃO JOÃO DA BARRA","RJ","06/2014","6981"
"330500","SÃO JOÃO DA BARRA","RJ","05/2014","6957"
"330500","SÃO JOÃO DA BARRA","RJ","04/2014","6953"
"330500","SÃO JOÃO DA BARRA","RJ","01/2014","6881"
"330500","SÃO JOÃO DA BARRA","RJ","09/2015","5473"
"330500","SÃO JOÃO DA BARRA","RJ","10/2015","5491"
"330500","SÃO JOÃO DA BARRA","RJ","12/2015","5560"
"330500","SÃO JOÃO DA BARRA","RJ","02/2015","5407"
"330500","SÃO JOÃO DA BARRA","RJ","07/2015","5404"
"330500","SÃO JOÃO DA BARRA","RJ","11/2015","5537"
"330500","SÃO JOÃO DA BARRA","RJ","08/2015","5454"
"330500","SÃO JOÃO DA BARRA","RJ","06/2015","5560"
"330500","SÃO JOÃO DA BARRA","RJ","05/2015","5545"
"330500","SÃO JOÃO DA BARRA","RJ","04/2015","5503"
"330500","SÃO JOÃO DA BARRA","RJ","03/2015","5455"
"330500","SÃO JOÃO DA BARRA","RJ","01/2015","5380"
"330500","SÃO JOÃO DA BARRA","RJ","11/2016","5572"
"330500","SÃO JOÃO DA BARRA","RJ","08/2016","5562"
"330500","SÃO JOÃO DA BARRA","RJ","12/2016","5075"
"330500","SÃO JOÃO DA BARRA","RJ","10/2016","5560"
"330500","SÃO JOÃO DA BARRA","RJ","09/2016","5557"
"330500","SÃO JOÃO DA BARRA","RJ","07/2016","5572"
"330500","SÃO JOÃO DA BARRA","RJ","06/2016","5553"
"330500","SÃO JOÃO DA BARRA","RJ","05/2016","5552"
"330500","SÃO JOÃO DA BARRA","RJ","02/2016","5506"
"330500","SÃO JOÃO DA BARRA","RJ","04/2016","5513"
"330500","SÃO JOÃO DA BARRA","RJ","03/2016","5501"
"330500","SÃO JOÃO DA BARRA","RJ","01/2016","5498"
"330500","SÃO JOÃO DA BARRA","RJ","09/2017","4654"
"330500","SÃO JOÃO DA BARRA","RJ","12/2017","4904"
"330500","SÃO JOÃO DA BARRA","RJ","08/2017","5568"
"330500","SÃO JOÃO DA BARRA","RJ","11/2017","4828"
"330500","SÃO JOÃO DA BARRA","RJ","10/2017","4750"
"330500","SÃO JOÃO DA BARRA","RJ","04/2017","5229"
"330500","SÃO JOÃO DA BARRA","RJ","07/2017","5456"
"330500","SÃO JOÃO DA BARRA","RJ","01/2017","5068"
"330500","SÃO JOÃO DA BARRA","RJ","05/2017","5319"
"330500","SÃO JOÃO DA BARRA","RJ","02/2017","5078"
"330500","SÃO JOÃO DA BARRA","RJ","06/2017","5402"
"330500","SÃO JOÃO DA BARRA","RJ","03/2017","5119"
"330500","SÃO JOÃO DA BARRA","RJ","11/2018","5776"
"330500","SÃO JOÃO DA BARRA","RJ","07/2018","5177"
"330500","SÃO JOÃO DA BARRA","RJ","10/2018","5595"
"330500","SÃO JOÃO DA BARRA","RJ","12/2018","5792"
"330500","SÃO JOÃO DA BARRA","RJ","09/2018","5312"
"330500","SÃO JOÃO DA BARRA","RJ","08/2018","5145"
"330500","SÃO JOÃO DA BARRA","RJ","06/2018","5099"
"330500","SÃO JOÃO DA BARRA","RJ","04/2018","4947"
"330500","SÃO JOÃO DA BARRA","RJ","05/2018","5061"
"330500","SÃO JOÃO DA BARRA","RJ","03/2018","4901"
"330500","SÃO JOÃO DA BARRA","RJ","02/2018","5042"
"330500","SÃO JOÃO DA BARRA","RJ","01/2018","4998"
"330500","SÃO JOÃO DA BARRA","RJ","10/2019","6816"
"330500","SÃO JOÃO DA BARRA","RJ","12/2019","7153"
"330500","SÃO JOÃO DA BARRA","RJ","11/2019","6958"
"330500","SÃO JOÃO DA BARRA","RJ","08/2019","6734"
"330500","SÃO JOÃO DA BARRA","RJ","09/2019","6596"
"330500","SÃO JOÃO DA BARRA","RJ","07/2019","6544"
"330500","SÃO JOÃO DA BARRA","RJ","06/2019","6421"
"330500","SÃO JOÃO DA BARRA","RJ","05/2019","6214"
"330500","SÃO JOÃO DA BARRA","RJ","04/2019","6085"
"330500","SÃO JOÃO DA BARRA","RJ","03/2019","6139"
"330500","SÃO JOÃO DA BARRA","RJ","02/2019","6071"
"330500","SÃO JOÃO DA BARRA","RJ","01/2019","5923"
"330500","SÃO JOÃO DA BARRA","RJ","10/2020","7431"
"330500","SÃO JOÃO DA BARRA","RJ","11/2020","7318"
"330500","SÃO JOÃO DA BARRA","RJ","07/2020","7377"
"330500","SÃO JOÃO DA BARRA","RJ","12/2020","7398"
"330500","SÃO JOÃO DA BARRA","RJ","09/2020","7400"
"330500","SÃO JOÃO DA BARRA","RJ","08/2020","7383"
"330500","SÃO JOÃO DA BARRA","RJ","06/2020","7378"
"330500","SÃO JOÃO DA BARRA","RJ","05/2020","7371"
"330500","SÃO JOÃO DA BARRA","RJ","04/2020","7307"
"330500","SÃO JOÃO DA BARRA","RJ","03/2020","7263"
"330500","SÃO JOÃO DA BARRA","RJ","02/2020","7182"
"330500","SÃO JOÃO DA BARRA","RJ","01/2020","7282"
"330500","SÃO JOÃO DA BARRA","RJ","01/2021","7491"
"330500","SÃO JOÃO DA BARRA","RJ","10/2021","8342"
"330500","SÃO JOÃO DA BARRA","RJ","03/2021","7506"
"330500","SÃO JOÃO DA BARRA","RJ","04/2021","7533"
"330500","SÃO JOÃO DA BARRA","RJ","12/2021","8776"
"330500","SÃO JOÃO DA BARRA","RJ","02/2021","7488"
"330500","SÃO JOÃO DA BARRA","RJ","11/2021","8598"
"330500","SÃO JOÃO DA BARRA","RJ","09/2021","8174"
"330500","SÃO JOÃO DA BARRA","RJ","08/2021","7996"
"330500","SÃO JOÃO DA BARRA","RJ","05/2021","7591"
"330500","SÃO JOÃO DA BARRA","RJ","06/2021","7660"
"330500","SÃO JOÃO DA BARRA","RJ","07/2021","7806"
"330500","SÃO JOÃO DA BARRA","RJ","01/2022","8940"
"330500","SÃO JOÃO DA BARRA","RJ","02/2022","9224"
"330500","SÃO JOÃO DA BARRA","RJ","03/2022","9439"
"330500","SÃO JOÃO DA BARRA","RJ","04/2022","9829"
"330500","SÃO JOÃO DA BARRA","RJ","05/2022","10060"
"330500","SÃO JOÃO DA BARRA","RJ","06/2022","10295"
"330500","SÃO JOÃO DA BARRA","RJ","07/2022","10530"
"330500","SÃO JOÃO DA BARRA","RJ","08/2022","10812"
"330500","SÃO JOÃO DA BARRA","RJ","09/2022","11088"
"330500","SÃO JOÃO DA BARRA","RJ","10/2022","11410"
"330500","SÃO JOÃO DA BARRA","RJ","11/2022","11616"
"330500","SÃO JOÃO DA BARRA","RJ","12/2022","11806"
"330500","SÃO JOÃO DA BARRA","RJ","01/2023","11867"
"330500","SÃO JOÃO DA BARRA","RJ","02/2023","11980"
"330500","SÃO JOÃO DA BARRA","RJ","03/2023","12055"
"330500","SÃO JOÃO DA BARRA","RJ","04/2023","12042"
"330500","SÃO JOÃO DA BARRA","RJ","05/2023","12100"
"330500","SÃO JOÃO DA BARRA","RJ","06/2023","12212"
"330500","SÃO JOÃO DA BARRA","RJ","07/2023","12322"
"330500","SÃO JOÃO DA BARRA","RJ","08/2023","12439"
"330500","SÃO JOÃO DA BARRA","RJ","09/2023","12541"
"330500","SÃO JOÃO DA BARRA","RJ","10/2023","12619"
"330500","SÃO JOÃO DA BARRA","RJ","11/2023","12709"
"330500","SÃO JOÃO DA BARRA","RJ","12/2023","12823"
"330500","SÃO JOÃO DA BARRA","RJ","01/2024","12230"
"330500","SÃO JOÃO DA BARRA","RJ","05/2024","12208"
"330500","SÃO JOÃO DA BARRA","RJ","07/2024","11977"
"330500","SÃO JOÃO DA BARRA","RJ","08/2024","12081"
"330500","SÃO JOÃO DA BARRA","RJ","09/2024","11950"
"330500","SÃO JOÃO DA BARRA","RJ","10/2024","12041"
"330500","SÃO JOÃO DA BARRA","RJ","02/2024","12177"
"330500","SÃO JOÃO DA BARRA","RJ","03/2024","12251"
"330500","SÃO JOÃO DA BARRA","RJ","11/2024","12142"
"330500","SÃO JOÃO DA BARRA","RJ","04/2024","12262"
"330500","SÃO JOÃO DA BARRA","RJ","12/2024","12240"
"330500","SÃO JOÃO DA BARRA","RJ","06/2024","12181"
"330500","SÃO JOÃO DA BARRA","RJ","05/2025","12463"
"330500","SÃO JOÃO DA BARRA","RJ","03/2025","12157"
"330500","SÃO JOÃO DA BARRA","RJ","01/2025","12107"
"330500","SÃO JOÃO DA BARRA","RJ","02/2025","12123"
"330510","SÃO JOÃO DE MERITI","RJ","08/2012","34938"
"330510","SÃO JOÃO DE MERITI","RJ","09/2012","36106"
"330510","SÃO JOÃO DE MERITI","RJ","10/2012","37116"
"330510","SÃO JOÃO DE MERITI","RJ","11/2012","37853"
"330510","SÃO JOÃO DE MERITI","RJ","12/2012","38446"
"330510","SÃO JOÃO DE MERITI","RJ","11/2013","41507"
"330510","SÃO JOÃO DE MERITI","RJ","10/2013","40855"
"330510","SÃO JOÃO DE MERITI","RJ","12/2013","41567"
"330510","SÃO JOÃO DE MERITI","RJ","08/2013","39982"
"330510","SÃO JOÃO DE MERITI","RJ","09/2013","40390"
"330510","SÃO JOÃO DE MERITI","RJ","07/2013","39767"
"330510","SÃO JOÃO DE MERITI","RJ","06/2013","39534"
"330510","SÃO JOÃO DE MERITI","RJ","05/2013","39436"
"330510","SÃO JOÃO DE MERITI","RJ","04/2013","39324"
"330510","SÃO JOÃO DE MERITI","RJ","03/2013","38923"
"330510","SÃO JOÃO DE MERITI","RJ","02/2013","38852"
"330510","SÃO JOÃO DE MERITI","RJ","01/2013","38555"
"330510","SÃO JOÃO DE MERITI","RJ","11/2014","44943"
"330510","SÃO JOÃO DE MERITI","RJ","10/2014","44730"
"330510","SÃO JOÃO DE MERITI","RJ","12/2014","45066"
"330510","SÃO JOÃO DE MERITI","RJ","09/2014","44280"
"330510","SÃO JOÃO DE MERITI","RJ","08/2014","44092"
"330510","SÃO JOÃO DE MERITI","RJ","07/2014","43782"
"330510","SÃO JOÃO DE MERITI","RJ","02/2014","42172"
"330510","SÃO JOÃO DE MERITI","RJ","03/2014","42318"
"330510","SÃO JOÃO DE MERITI","RJ","06/2014","43665"
"330510","SÃO JOÃO DE MERITI","RJ","05/2014","43289"
"330510","SÃO JOÃO DE MERITI","RJ","04/2014","42955"
"330510","SÃO JOÃO DE MERITI","RJ","01/2014","41681"
"330510","SÃO JOÃO DE MERITI","RJ","09/2015","37812"
"330510","SÃO JOÃO DE MERITI","RJ","10/2015","37967"
"330510","SÃO JOÃO DE MERITI","RJ","12/2015","38273"
"330510","SÃO JOÃO DE MERITI","RJ","02/2015","38372"
"330510","SÃO JOÃO DE MERITI","RJ","07/2015","36877"
"330510","SÃO JOÃO DE MERITI","RJ","11/2015","38271"
"330510","SÃO JOÃO DE MERITI","RJ","08/2015","37650"
"330510","SÃO JOÃO DE MERITI","RJ","06/2015","39215"
"330510","SÃO JOÃO DE MERITI","RJ","05/2015","39061"
"330510","SÃO JOÃO DE MERITI","RJ","04/2015","38657"
"330510","SÃO JOÃO DE MERITI","RJ","03/2015","38493"
"330510","SÃO JOÃO DE MERITI","RJ","01/2015","38161"
"330510","SÃO JOÃO DE MERITI","RJ","11/2016","38111"
"330510","SÃO JOÃO DE MERITI","RJ","08/2016","37834"
"330510","SÃO JOÃO DE MERITI","RJ","12/2016","35621"
"330510","SÃO JOÃO DE MERITI","RJ","10/2016","38101"
"330510","SÃO JOÃO DE MERITI","RJ","09/2016","38013"
"330510","SÃO JOÃO DE MERITI","RJ","07/2016","37585"
"330510","SÃO JOÃO DE MERITI","RJ","06/2016","37325"
"330510","SÃO JOÃO DE MERITI","RJ","05/2016","37254"
"330510","SÃO JOÃO DE MERITI","RJ","02/2016","36556"
"330510","SÃO JOÃO DE MERITI","RJ","04/2016","36690"
"330510","SÃO JOÃO DE MERITI","RJ","03/2016","36539"
"330510","SÃO JOÃO DE MERITI","RJ","01/2016","36515"
"330510","SÃO JOÃO DE MERITI","RJ","09/2017","32879"
"330510","SÃO JOÃO DE MERITI","RJ","12/2017","34621"
"330510","SÃO JOÃO DE MERITI","RJ","08/2017","38137"
"330510","SÃO JOÃO DE MERITI","RJ","11/2017","33540"
"330510","SÃO JOÃO DE MERITI","RJ","10/2017","33298"
"330510","SÃO JOÃO DE MERITI","RJ","04/2017","36375"
"330510","SÃO JOÃO DE MERITI","RJ","07/2017","37827"
"330510","SÃO JOÃO DE MERITI","RJ","01/2017","35718"
"330510","SÃO JOÃO DE MERITI","RJ","05/2017","36669"
"330510","SÃO JOÃO DE MERITI","RJ","02/2017","36160"
"330510","SÃO JOÃO DE MERITI","RJ","06/2017","37394"
"330510","SÃO JOÃO DE MERITI","RJ","03/2017","36437"
"330510","SÃO JOÃO DE MERITI","RJ","11/2018","36881"
"330510","SÃO JOÃO DE MERITI","RJ","07/2018","38209"
"330510","SÃO JOÃO DE MERITI","RJ","10/2018","36386"
"330510","SÃO JOÃO DE MERITI","RJ","12/2018","35062"
"330510","SÃO JOÃO DE MERITI","RJ","09/2018","35625"
"330510","SÃO JOÃO DE MERITI","RJ","08/2018","35385"
"330510","SÃO JOÃO DE MERITI","RJ","06/2018","37960"
"330510","SÃO JOÃO DE MERITI","RJ","04/2018","36844"
"330510","SÃO JOÃO DE MERITI","RJ","05/2018","37498"
"330510","SÃO JOÃO DE MERITI","RJ","03/2018","36379"
"330510","SÃO JOÃO DE MERITI","RJ","02/2018","37675"
"330510","SÃO JOÃO DE MERITI","RJ","01/2018","36472"
"330510","SÃO JOÃO DE MERITI","RJ","10/2019","38338"
"330510","SÃO JOÃO DE MERITI","RJ","12/2019","39600"
"330510","SÃO JOÃO DE MERITI","RJ","11/2019","39095"
"330510","SÃO JOÃO DE MERITI","RJ","08/2019","39507"
"330510","SÃO JOÃO DE MERITI","RJ","09/2019","37297"
"330510","SÃO JOÃO DE MERITI","RJ","07/2019","38482"
"330510","SÃO JOÃO DE MERITI","RJ","06/2019","37940"
"330510","SÃO JOÃO DE MERITI","RJ","05/2019","37293"
"330510","SÃO JOÃO DE MERITI","RJ","04/2019","36790"
"330510","SÃO JOÃO DE MERITI","RJ","03/2019","37458"
"330510","SÃO JOÃO DE MERITI","RJ","02/2019","36954"
"330510","SÃO JOÃO DE MERITI","RJ","01/2019","35619"
"330510","SÃO JOÃO DE MERITI","RJ","10/2020","41229"
"330510","SÃO JOÃO DE MERITI","RJ","11/2020","39496"
"330510","SÃO JOÃO DE MERITI","RJ","07/2020","40128"
"330510","SÃO JOÃO DE MERITI","RJ","12/2020","40013"
"330510","SÃO JOÃO DE MERITI","RJ","09/2020","40762"
"330510","SÃO JOÃO DE MERITI","RJ","08/2020","40452"
"330510","SÃO JOÃO DE MERITI","RJ","06/2020","40013"
"330510","SÃO JOÃO DE MERITI","RJ","05/2020","39978"
"330510","SÃO JOÃO DE MERITI","RJ","04/2020","39928"
"330510","SÃO JOÃO DE MERITI","RJ","03/2020","39677"
"330510","SÃO JOÃO DE MERITI","RJ","02/2020","39123"
"330510","SÃO JOÃO DE MERITI","RJ","01/2020","40402"
"330510","SÃO JOÃO DE MERITI","RJ","01/2021","40317"
"330510","SÃO JOÃO DE MERITI","RJ","10/2021","44991"
"330510","SÃO JOÃO DE MERITI","RJ","03/2021","40956"
"330510","SÃO JOÃO DE MERITI","RJ","04/2021","41470"
"330510","SÃO JOÃO DE MERITI","RJ","12/2021","46740"
"330510","SÃO JOÃO DE MERITI","RJ","02/2021","40506"
"330510","SÃO JOÃO DE MERITI","RJ","11/2021","46062"
"330510","SÃO JOÃO DE MERITI","RJ","09/2021","44300"
"330510","SÃO JOÃO DE MERITI","RJ","08/2021","44005"
"330510","SÃO JOÃO DE MERITI","RJ","05/2021","42204"
"330510","SÃO JOÃO DE MERITI","RJ","06/2021","42651"
"330510","SÃO JOÃO DE MERITI","RJ","07/2021","43221"
"330510","SÃO JOÃO DE MERITI","RJ","01/2022","47123"
"330510","SÃO JOÃO DE MERITI","RJ","02/2022","48745"
"330510","SÃO JOÃO DE MERITI","RJ","03/2022","49645"
"330510","SÃO JOÃO DE MERITI","RJ","04/2022","51635"
"330510","SÃO JOÃO DE MERITI","RJ","05/2022","53499"
"330510","SÃO JOÃO DE MERITI","RJ","06/2022","55562"
"330510","SÃO JOÃO DE MERITI","RJ","07/2022","57962"
"330510","SÃO JOÃO DE MERITI","RJ","08/2022","60227"
"330510","SÃO JOÃO DE MERITI","RJ","09/2022","62854"
"330510","SÃO JOÃO DE MERITI","RJ","10/2022","65928"
"330510","SÃO JOÃO DE MERITI","RJ","11/2022","67876"
"330510","SÃO JOÃO DE MERITI","RJ","12/2022","70092"
"330510","SÃO JOÃO DE MERITI","RJ","01/2023","70914"
"330510","SÃO JOÃO DE MERITI","RJ","02/2023","72349"
"330510","SÃO JOÃO DE MERITI","RJ","03/2023","73442"
"330510","SÃO JOÃO DE MERITI","RJ","04/2023","73127"
"330510","SÃO JOÃO DE MERITI","RJ","05/2023","73661"
"330510","SÃO JOÃO DE MERITI","RJ","06/2023","74790"
"330510","SÃO JOÃO DE MERITI","RJ","07/2023","75955"
"330510","SÃO JOÃO DE MERITI","RJ","08/2023","77034"
"330510","SÃO JOÃO DE MERITI","RJ","09/2023","78188"
"330510","SÃO JOÃO DE MERITI","RJ","10/2023","78870"
"330510","SÃO JOÃO DE MERITI","RJ","11/2023","79565"
"330510","SÃO JOÃO DE MERITI","RJ","12/2023","80392"
"330510","SÃO JOÃO DE MERITI","RJ","01/2024","75991"
"330510","SÃO JOÃO DE MERITI","RJ","02/2024","75310"
"330510","SÃO JOÃO DE MERITI","RJ","03/2024","76148"
"330510","SÃO JOÃO DE MERITI","RJ","04/2024","76083"
"330510","SÃO JOÃO DE MERITI","RJ","05/2024","75022"
"330510","SÃO JOÃO DE MERITI","RJ","06/2024","74816"
"330510","SÃO JOÃO DE MERITI","RJ","07/2024","72780"
"330510","SÃO JOÃO DE MERITI","RJ","08/2024","73813"
"330510","SÃO JOÃO DE MERITI","RJ","09/2024","72791"
"330510","SÃO JOÃO DE MERITI","RJ","10/2024","73714"
"330510","SÃO JOÃO DE MERITI","RJ","11/2024","74273"
"330510","SÃO JOÃO DE MERITI","RJ","12/2024","75521"
"330510","SÃO JOÃO DE MERITI","RJ","05/2025","77032"
"330510","SÃO JOÃO DE MERITI","RJ","03/2025","74589"
"330510","SÃO JOÃO DE MERITI","RJ","01/2025","74257"
"330510","SÃO JOÃO DE MERITI","RJ","02/2025","73924"
"330513","SÃO JOSÉ DE UBÁ","RJ","08/2012","1469"
"330513","SÃO JOSÉ DE UBÁ","RJ","09/2012","1482"
"330513","SÃO JOSÉ DE UBÁ","RJ","10/2012","1484"
"330513","SÃO JOSÉ DE UBÁ","RJ","11/2012","1491"
"330513","SÃO JOSÉ DE UBÁ","RJ","12/2012","1509"
"330513","SÃO JOSÉ DE UBÁ","RJ","10/2013","1577"
"330513","SÃO JOSÉ DE UBÁ","RJ","12/2013","1580"
"330513","SÃO JOSÉ DE UBÁ","RJ","08/2013","1571"
"330513","SÃO JOSÉ DE UBÁ","RJ","09/2013","1574"
"330513","SÃO JOSÉ DE UBÁ","RJ","07/2013","1565"
"330513","SÃO JOSÉ DE UBÁ","RJ","06/2013","1561"
"330513","SÃO JOSÉ DE UBÁ","RJ","05/2013","1550"
"330513","SÃO JOSÉ DE UBÁ","RJ","04/2013","1542"
"330513","SÃO JOSÉ DE UBÁ","RJ","03/2013","1537"
"330513","SÃO JOSÉ DE UBÁ","RJ","02/2013","1521"
"330513","SÃO JOSÉ DE UBÁ","RJ","11/2013","1578"
"330513","SÃO JOSÉ DE UBÁ","RJ","01/2013","1514"
"330513","SÃO JOSÉ DE UBÁ","RJ","11/2014","1635"
"330513","SÃO JOSÉ DE UBÁ","RJ","10/2014","1633"
"330513","SÃO JOSÉ DE UBÁ","RJ","12/2014","1639"
"330513","SÃO JOSÉ DE UBÁ","RJ","09/2014","1626"
"330513","SÃO JOSÉ DE UBÁ","RJ","08/2014","1622"
"330513","SÃO JOSÉ DE UBÁ","RJ","07/2014","1615"
"330513","SÃO JOSÉ DE UBÁ","RJ","02/2014","1580"
"330513","SÃO JOSÉ DE UBÁ","RJ","03/2014","1602"
"330513","SÃO JOSÉ DE UBÁ","RJ","06/2014","1613"
"330513","SÃO JOSÉ DE UBÁ","RJ","05/2014","1612"
"330513","SÃO JOSÉ DE UBÁ","RJ","04/2014","1610"
"330513","SÃO JOSÉ DE UBÁ","RJ","01/2014","1580"
"330513","SÃO JOSÉ DE UBÁ","RJ","09/2015","1513"
"330513","SÃO JOSÉ DE UBÁ","RJ","10/2015","1517"
"330513","SÃO JOSÉ DE UBÁ","RJ","12/2015","1522"
"330513","SÃO JOSÉ DE UBÁ","RJ","02/2015","1531"
"330513","SÃO JOSÉ DE UBÁ","RJ","07/2015","1508"
"330513","SÃO JOSÉ DE UBÁ","RJ","11/2015","1518"
"330513","SÃO JOSÉ DE UBÁ","RJ","08/2015","1510"
"330513","SÃO JOSÉ DE UBÁ","RJ","06/2015","1541"
"330513","SÃO JOSÉ DE UBÁ","RJ","05/2015","1537"
"330513","SÃO JOSÉ DE UBÁ","RJ","04/2015","1533"
"330513","SÃO JOSÉ DE UBÁ","RJ","03/2015","1531"
"330513","SÃO JOSÉ DE UBÁ","RJ","01/2015","1529"
"330513","SÃO JOSÉ DE UBÁ","RJ","11/2016","1511"
"330513","SÃO JOSÉ DE UBÁ","RJ","08/2016","1502"
"330513","SÃO JOSÉ DE UBÁ","RJ","12/2016","1309"
"330513","SÃO JOSÉ DE UBÁ","RJ","10/2016","1506"
"330513","SÃO JOSÉ DE UBÁ","RJ","09/2016","1501"
"330513","SÃO JOSÉ DE UBÁ","RJ","07/2016","1496"
"330513","SÃO JOSÉ DE UBÁ","RJ","06/2016","1494"
"330513","SÃO JOSÉ DE UBÁ","RJ","05/2016","1490"
"330513","SÃO JOSÉ DE UBÁ","RJ","02/2016","1466"
"330513","SÃO JOSÉ DE UBÁ","RJ","04/2016","1482"
"330513","SÃO JOSÉ DE UBÁ","RJ","03/2016","1471"
"330513","SÃO JOSÉ DE UBÁ","RJ","01/2016","1462"
"330513","SÃO JOSÉ DE UBÁ","RJ","09/2017","1152"
"330513","SÃO JOSÉ DE UBÁ","RJ","12/2017","1179"
"330513","SÃO JOSÉ DE UBÁ","RJ","08/2017","1361"
"330513","SÃO JOSÉ DE UBÁ","RJ","11/2017","1175"
"330513","SÃO JOSÉ DE UBÁ","RJ","10/2017","1164"
"330513","SÃO JOSÉ DE UBÁ","RJ","04/2017","1314"
