"Código","Unidade Territorial","UF","Referência","Quantidade total de famílias inscritas no Cadastro Único"
"330070","CABO FRIO","RJ","07/2024","45181"
"330070","CABO FRIO","RJ","08/2024","45641"
"330070","CABO FRIO","RJ","09/2024","45170"
"330070","CABO FRIO","RJ","10/2024","45672"
"330070","CABO FRIO","RJ","11/2024","46025"
"330070","CABO FRIO","RJ","12/2024","46538"
"330070","CABO FRIO","RJ","05/2025","47786"
"330070","CABO FRIO","RJ","03/2025","46273"
"330070","CABO FRIO","RJ","01/2025","45660"
"330070","CABO FRIO","RJ","02/2025","45853"
"330080","CACHOEIRAS DE MACACU","RJ","02/2025","14614"
"330080","CACHOEIRAS DE MACACU","RJ","08/2012","8375"
"330080","CACHOEIRAS DE MACACU","RJ","09/2012","8406"
"330080","CACHOEIRAS DE MACACU","RJ","10/2012","8456"
"330080","CACHOEIRAS DE MACACU","RJ","11/2012","8520"
"330080","CACHOEIRAS DE MACACU","RJ","12/2012","8579"
"330080","CACHOEIRAS DE MACACU","RJ","11/2013","8746"
"330080","CACHOEIRAS DE MACACU","RJ","10/2013","8714"
"330080","CACHOEIRAS DE MACACU","RJ","12/2013","8878"
"330080","CACHOEIRAS DE MACACU","RJ","08/2013","8675"
"330080","CACHOEIRAS DE MACACU","RJ","09/2013","8701"
"330080","CACHOEIRAS DE MACACU","RJ","07/2013","8651"
"330080","CACHOEIRAS DE MACACU","RJ","06/2013","8633"
"330080","CACHOEIRAS DE MACACU","RJ","05/2013","8623"
"330080","CACHOEIRAS DE MACACU","RJ","04/2013","8620"
"330080","CACHOEIRAS DE MACACU","RJ","03/2013","8622"
"330080","CACHOEIRAS DE MACACU","RJ","02/2013","8650"
"330080","CACHOEIRAS DE MACACU","RJ","01/2013","8610"
"330080","CACHOEIRAS DE MACACU","RJ","11/2014","9888"
"330080","CACHOEIRAS DE MACACU","RJ","10/2014","9859"
"330080","CACHOEIRAS DE MACACU","RJ","12/2014","9893"
"330080","CACHOEIRAS DE MACACU","RJ","09/2014","9811"
"330080","CACHOEIRAS DE MACACU","RJ","08/2014","9767"
"330080","CACHOEIRAS DE MACACU","RJ","07/2014","9659"
"330080","CACHOEIRAS DE MACACU","RJ","02/2014","9324"
"330080","CACHOEIRAS DE MACACU","RJ","03/2014","9420"
"330080","CACHOEIRAS DE MACACU","RJ","06/2014","9558"
"330080","CACHOEIRAS DE MACACU","RJ","05/2014","9514"
"330080","CACHOEIRAS DE MACACU","RJ","04/2014","9490"
"330080","CACHOEIRAS DE MACACU","RJ","01/2014","9102"
"330080","CACHOEIRAS DE MACACU","RJ","09/2015","7894"
"330080","CACHOEIRAS DE MACACU","RJ","10/2015","7914"
"330080","CACHOEIRAS DE MACACU","RJ","02/2015","8287"
"330080","CACHOEIRAS DE MACACU","RJ","07/2015","7827"
"330080","CACHOEIRAS DE MACACU","RJ","11/2015","7939"
"330080","CACHOEIRAS DE MACACU","RJ","08/2015","7847"
"330080","CACHOEIRAS DE MACACU","RJ","06/2015","8427"
"330080","CACHOEIRAS DE MACACU","RJ","05/2015","8392"
"330080","CACHOEIRAS DE MACACU","RJ","04/2015","8350"
"330080","CACHOEIRAS DE MACACU","RJ","03/2015","8318"
"330080","CACHOEIRAS DE MACACU","RJ","12/2015","7980"
"330080","CACHOEIRAS DE MACACU","RJ","01/2015","8263"
"330080","CACHOEIRAS DE MACACU","RJ","11/2016","8070"
"330080","CACHOEIRAS DE MACACU","RJ","08/2016","8021"
"330080","CACHOEIRAS DE MACACU","RJ","10/2016","8049"
"330080","CACHOEIRAS DE MACACU","RJ","09/2016","8015"
"330080","CACHOEIRAS DE MACACU","RJ","07/2016","7980"
"330080","CACHOEIRAS DE MACACU","RJ","06/2016","7920"
"330080","CACHOEIRAS DE MACACU","RJ","05/2016","7917"
"330080","CACHOEIRAS DE MACACU","RJ","02/2016","7728"
"330080","CACHOEIRAS DE MACACU","RJ","04/2016","7874"
"330080","CACHOEIRAS DE MACACU","RJ","03/2016","7796"
"330080","CACHOEIRAS DE MACACU","RJ","01/2016","7625"
"330080","CACHOEIRAS DE MACACU","RJ","12/2016","7686"
"330080","CACHOEIRAS DE MACACU","RJ","09/2017","7660"
"330080","CACHOEIRAS DE MACACU","RJ","12/2017","8269"
"330080","CACHOEIRAS DE MACACU","RJ","08/2017","8319"
"330080","CACHOEIRAS DE MACACU","RJ","11/2017","7937"
"330080","CACHOEIRAS DE MACACU","RJ","10/2017","7819"
"330080","CACHOEIRAS DE MACACU","RJ","04/2017","8035"
"330080","CACHOEIRAS DE MACACU","RJ","07/2017","8251"
"330080","CACHOEIRAS DE MACACU","RJ","01/2017","7701"
"330080","CACHOEIRAS DE MACACU","RJ","05/2017","8126"
"330080","CACHOEIRAS DE MACACU","RJ","02/2017","7689"
"330080","CACHOEIRAS DE MACACU","RJ","06/2017","8184"
"330080","CACHOEIRAS DE MACACU","RJ","03/2017","7838"
"330080","CACHOEIRAS DE MACACU","RJ","11/2018","8622"
"330080","CACHOEIRAS DE MACACU","RJ","07/2018","8751"
"330080","CACHOEIRAS DE MACACU","RJ","10/2018","8539"
"330080","CACHOEIRAS DE MACACU","RJ","12/2018","8213"
"330080","CACHOEIRAS DE MACACU","RJ","09/2018","8362"
"330080","CACHOEIRAS DE MACACU","RJ","08/2018","8210"
"330080","CACHOEIRAS DE MACACU","RJ","06/2018","8731"
"330080","CACHOEIRAS DE MACACU","RJ","04/2018","8512"
"330080","CACHOEIRAS DE MACACU","RJ","05/2018","8619"
"330080","CACHOEIRAS DE MACACU","RJ","03/2018","8259"
"330080","CACHOEIRAS DE MACACU","RJ","02/2018","8552"
"330080","CACHOEIRAS DE MACACU","RJ","01/2018","8466"
"330080","CACHOEIRAS DE MACACU","RJ","10/2019","8613"
"330080","CACHOEIRAS DE MACACU","RJ","12/2019","8814"
"330080","CACHOEIRAS DE MACACU","RJ","11/2019","8732"
"330080","CACHOEIRAS DE MACACU","RJ","08/2019","8795"
"330080","CACHOEIRAS DE MACACU","RJ","09/2019","8507"
"330080","CACHOEIRAS DE MACACU","RJ","07/2019","8637"
"330080","CACHOEIRAS DE MACACU","RJ","06/2019","8524"
"330080","CACHOEIRAS DE MACACU","RJ","05/2019","8398"
"330080","CACHOEIRAS DE MACACU","RJ","04/2019","8293"
"330080","CACHOEIRAS DE MACACU","RJ","03/2019","8482"
"330080","CACHOEIRAS DE MACACU","RJ","02/2019","8384"
"330080","CACHOEIRAS DE MACACU","RJ","01/2019","8319"
"330080","CACHOEIRAS DE MACACU","RJ","10/2020","8900"
"330080","CACHOEIRAS DE MACACU","RJ","11/2020","8607"
"330080","CACHOEIRAS DE MACACU","RJ","07/2020","8812"
"330080","CACHOEIRAS DE MACACU","RJ","12/2020","8644"
"330080","CACHOEIRAS DE MACACU","RJ","09/2020","8880"
"330080","CACHOEIRAS DE MACACU","RJ","08/2020","8850"
"330080","CACHOEIRAS DE MACACU","RJ","06/2020","8783"
"330080","CACHOEIRAS DE MACACU","RJ","05/2020","8746"
"330080","CACHOEIRAS DE MACACU","RJ","04/2020","8729"
"330080","CACHOEIRAS DE MACACU","RJ","03/2020","8719"
"330080","CACHOEIRAS DE MACACU","RJ","02/2020","8627"
"330080","CACHOEIRAS DE MACACU","RJ","01/2020","8894"
"330080","CACHOEIRAS DE MACACU","RJ","01/2021","8703"
"330080","CACHOEIRAS DE MACACU","RJ","10/2021","9539"
"330080","CACHOEIRAS DE MACACU","RJ","03/2021","8831"
"330080","CACHOEIRAS DE MACACU","RJ","04/2021","8969"
"330080","CACHOEIRAS DE MACACU","RJ","12/2021","10249"
"330080","CACHOEIRAS DE MACACU","RJ","02/2021","8764"
"330080","CACHOEIRAS DE MACACU","RJ","11/2021","9909"
"330080","CACHOEIRAS DE MACACU","RJ","09/2021","9440"
"330080","CACHOEIRAS DE MACACU","RJ","08/2021","9345"
"330080","CACHOEIRAS DE MACACU","RJ","05/2021","9042"
"330080","CACHOEIRAS DE MACACU","RJ","06/2021","9123"
"330080","CACHOEIRAS DE MACACU","RJ","07/2021","9247"
"330080","CACHOEIRAS DE MACACU","RJ","01/2022","10427"
"330080","CACHOEIRAS DE MACACU","RJ","02/2022","10965"
"330080","CACHOEIRAS DE MACACU","RJ","03/2022","11183"
"330080","CACHOEIRAS DE MACACU","RJ","04/2022","11598"
"330080","CACHOEIRAS DE MACACU","RJ","05/2022","11964"
"330080","CACHOEIRAS DE MACACU","RJ","06/2022","12186"
"330080","CACHOEIRAS DE MACACU","RJ","07/2022","12579"
"330080","CACHOEIRAS DE MACACU","RJ","08/2022","13119"
"330080","CACHOEIRAS DE MACACU","RJ","09/2022","13646"
"330080","CACHOEIRAS DE MACACU","RJ","10/2022","14115"
"330080","CACHOEIRAS DE MACACU","RJ","11/2022","14346"
"330080","CACHOEIRAS DE MACACU","RJ","12/2022","14485"
"330080","CACHOEIRAS DE MACACU","RJ","01/2023","14559"
"330080","CACHOEIRAS DE MACACU","RJ","02/2023","14738"
"330080","CACHOEIRAS DE MACACU","RJ","03/2023","14853"
"330080","CACHOEIRAS DE MACACU","RJ","04/2023","14847"
"330080","CACHOEIRAS DE MACACU","RJ","05/2023","14882"
"330080","CACHOEIRAS DE MACACU","RJ","06/2023","15014"
"330080","CACHOEIRAS DE MACACU","RJ","07/2023","15120"
"330080","CACHOEIRAS DE MACACU","RJ","08/2023","15204"
"330080","CACHOEIRAS DE MACACU","RJ","09/2023","15338"
"330080","CACHOEIRAS DE MACACU","RJ","10/2023","15448"
"330080","CACHOEIRAS DE MACACU","RJ","11/2023","15559"
"330080","CACHOEIRAS DE MACACU","RJ","12/2023","15684"
"330080","CACHOEIRAS DE MACACU","RJ","01/2024","14849"
"330080","CACHOEIRAS DE MACACU","RJ","03/2024","15000"
"330080","CACHOEIRAS DE MACACU","RJ","05/2024","14926"
"330080","CACHOEIRAS DE MACACU","RJ","07/2024","14574"
"330080","CACHOEIRAS DE MACACU","RJ","08/2024","14643"
"330080","CACHOEIRAS DE MACACU","RJ","09/2024","14496"
"330080","CACHOEIRAS DE MACACU","RJ","10/2024","14577"
"330080","CACHOEIRAS DE MACACU","RJ","02/2024","14843"
"330080","CACHOEIRAS DE MACACU","RJ","11/2024","14725"
"330080","CACHOEIRAS DE MACACU","RJ","04/2024","15008"
"330080","CACHOEIRAS DE MACACU","RJ","12/2024","14862"
"330080","CACHOEIRAS DE MACACU","RJ","06/2024","14881"
"330080","CACHOEIRAS DE MACACU","RJ","05/2025","14687"
"330080","CACHOEIRAS DE MACACU","RJ","03/2025","14628"
"330080","CACHOEIRAS DE MACACU","RJ","01/2025","14606"
"330090","CAMBUCI","RJ","09/2012","2921"
"330090","CAMBUCI","RJ","08/2012","2907"
"330090","CAMBUCI","RJ","02/2025","3807"
"330090","CAMBUCI","RJ","01/2025","3816"
"330090","CAMBUCI","RJ","03/2025","3817"
"330090","CAMBUCI","RJ","05/2025","3855"
"330090","CAMBUCI","RJ","12/2024","3917"
"330090","CAMBUCI","RJ","11/2024","3879"
"330090","CAMBUCI","RJ","10/2024","3848"
"330090","CAMBUCI","RJ","09/2024","3841"
"330090","CAMBUCI","RJ","08/2024","3938"
"330090","CAMBUCI","RJ","03/2024","4426"
"330090","CAMBUCI","RJ","07/2024","3907"
"330090","CAMBUCI","RJ","06/2024","4344"
"330090","CAMBUCI","RJ","05/2024","4401"
"330090","CAMBUCI","RJ","04/2024","4435"
"330090","CAMBUCI","RJ","02/2024","4391"
"330090","CAMBUCI","RJ","01/2024","4374"
"330090","CAMBUCI","RJ","12/2023","4771"
"330090","CAMBUCI","RJ","11/2023","4744"
"330090","CAMBUCI","RJ","10/2023","4721"
"330090","CAMBUCI","RJ","09/2023","4682"
"330090","CAMBUCI","RJ","08/2023","4597"
"330090","CAMBUCI","RJ","07/2023","4562"
"330090","CAMBUCI","RJ","06/2023","4535"
"330090","CAMBUCI","RJ","05/2023","4522"
"330090","CAMBUCI","RJ","03/2023","4610"
"330090","CAMBUCI","RJ","04/2023","4556"
"330090","CAMBUCI","RJ","02/2023","4588"
"330090","CAMBUCI","RJ","01/2023","4566"
"330090","CAMBUCI","RJ","12/2022","4552"
"330090","CAMBUCI","RJ","11/2022","4512"
"330090","CAMBUCI","RJ","10/2022","4470"
"330090","CAMBUCI","RJ","09/2022","4388"
"330090","CAMBUCI","RJ","08/2022","4295"
"330090","CAMBUCI","RJ","07/2022","4158"
"330090","CAMBUCI","RJ","06/2022","4071"
"330090","CAMBUCI","RJ","05/2022","4013"
"330090","CAMBUCI","RJ","04/2022","3953"
"330090","CAMBUCI","RJ","03/2022","3860"
"330090","CAMBUCI","RJ","02/2022","3808"
"330090","CAMBUCI","RJ","01/2022","3701"
"330090","CAMBUCI","RJ","07/2021","3481"
"330090","CAMBUCI","RJ","06/2021","3479"
"330090","CAMBUCI","RJ","05/2021","3458"
"330090","CAMBUCI","RJ","08/2021","3502"
"330090","CAMBUCI","RJ","09/2021","3520"
"330090","CAMBUCI","RJ","11/2021","3635"
"330090","CAMBUCI","RJ","02/2021","3379"
"330090","CAMBUCI","RJ","12/2021","3670"
"330090","CAMBUCI","RJ","04/2021","3442"
"330090","CAMBUCI","RJ","03/2021","3415"
"330090","CAMBUCI","RJ","10/2021","3545"
"330090","CAMBUCI","RJ","01/2021","3321"
"330090","CAMBUCI","RJ","01/2020","3498"
"330090","CAMBUCI","RJ","02/2020","3263"
"330090","CAMBUCI","RJ","03/2020","3283"
"330090","CAMBUCI","RJ","04/2020","3332"
"330090","CAMBUCI","RJ","05/2020","3471"
"330090","CAMBUCI","RJ","06/2020","3505"
"330090","CAMBUCI","RJ","08/2020","3525"
"330090","CAMBUCI","RJ","09/2020","3524"
"330090","CAMBUCI","RJ","12/2020","3317"
"330090","CAMBUCI","RJ","07/2020","3519"
"330090","CAMBUCI","RJ","11/2020","3311"
"330090","CAMBUCI","RJ","10/2020","3521"
"330090","CAMBUCI","RJ","01/2019","3379"
"330090","CAMBUCI","RJ","02/2019","3409"
"330090","CAMBUCI","RJ","03/2019","3425"
"330090","CAMBUCI","RJ","04/2019","3399"
"330090","CAMBUCI","RJ","05/2019","3418"
"330090","CAMBUCI","RJ","06/2019","3442"
"330090","CAMBUCI","RJ","07/2019","3457"
"330090","CAMBUCI","RJ","09/2019","3414"
"330090","CAMBUCI","RJ","08/2019","3491"
"330090","CAMBUCI","RJ","11/2019","3467"
"330090","CAMBUCI","RJ","12/2019","3490"
"330090","CAMBUCI","RJ","10/2019","3450"
"330090","CAMBUCI","RJ","01/2018","2552"
"330090","CAMBUCI","RJ","02/2018","2566"
"330090","CAMBUCI","RJ","03/2018","2398"
"330090","CAMBUCI","RJ","05/2018","2441"
"330090","CAMBUCI","RJ","04/2018","2415"
"330090","CAMBUCI","RJ","06/2018","2464"
"330090","CAMBUCI","RJ","08/2018","2439"
"330090","CAMBUCI","RJ","09/2018","2885"
"330090","CAMBUCI","RJ","12/2018","3326"
"330090","CAMBUCI","RJ","10/2018","3030"
"330090","CAMBUCI","RJ","07/2018","2477"
"330090","CAMBUCI","RJ","11/2018","3266"
"330090","CAMBUCI","RJ","03/2017","2571"
"330090","CAMBUCI","RJ","06/2017","2633"
"330090","CAMBUCI","RJ","02/2017","2560"
"330090","CAMBUCI","RJ","05/2017","2615"
"330090","CAMBUCI","RJ","01/2017","2555"
"330090","CAMBUCI","RJ","07/2017","2666"
"330090","CAMBUCI","RJ","04/2017","2604"
"330090","CAMBUCI","RJ","10/2017","2406"
"330090","CAMBUCI","RJ","11/2017","2430"
"330090","CAMBUCI","RJ","08/2017","2688"
"330090","CAMBUCI","RJ","12/2017","2519"
"330090","CAMBUCI","RJ","09/2017","2363"
"330090","CAMBUCI","RJ","01/2016","2587"
"330090","CAMBUCI","RJ","03/2016","2622"
"330090","CAMBUCI","RJ","04/2016","2643"
"330090","CAMBUCI","RJ","02/2016","2594"
"330090","CAMBUCI","RJ","05/2016","2653"
"330090","CAMBUCI","RJ","06/2016","2672"
"330090","CAMBUCI","RJ","07/2016","2689"
"330090","CAMBUCI","RJ","09/2016","2718"
"330090","CAMBUCI","RJ","10/2016","2723"
"330090","CAMBUCI","RJ","12/2016","2553"
"330090","CAMBUCI","RJ","08/2016","2704"
"330090","CAMBUCI","RJ","11/2016","2736"
"330090","CAMBUCI","RJ","01/2015","2741"
"330090","CAMBUCI","RJ","03/2015","2764"
"330090","CAMBUCI","RJ","04/2015","2762"
"330090","CAMBUCI","RJ","05/2015","2783"
"330090","CAMBUCI","RJ","06/2015","2798"
"330090","CAMBUCI","RJ","08/2015","2659"
"330090","CAMBUCI","RJ","11/2015","2682"
"330090","CAMBUCI","RJ","07/2015","2646"
"330090","CAMBUCI","RJ","02/2015","2749"
"330090","CAMBUCI","RJ","12/2015","2702"
"330090","CAMBUCI","RJ","10/2015","2672"
"330090","CAMBUCI","RJ","09/2015","2666"
"330090","CAMBUCI","RJ","01/2014","3210"
"330090","CAMBUCI","RJ","04/2014","3280"
"330090","CAMBUCI","RJ","05/2014","3296"
"330090","CAMBUCI","RJ","06/2014","3333"
"330090","CAMBUCI","RJ","03/2014","3245"
"330090","CAMBUCI","RJ","02/2014","3206"
"330090","CAMBUCI","RJ","07/2014","3337"
"330090","CAMBUCI","RJ","08/2014","3367"
"330090","CAMBUCI","RJ","09/2014","3376"
"330090","CAMBUCI","RJ","12/2014","3403"
"330090","CAMBUCI","RJ","10/2014","3385"
"330090","CAMBUCI","RJ","11/2014","3393"
"330090","CAMBUCI","RJ","01/2013","2951"
"330090","CAMBUCI","RJ","02/2013","2951"
"330090","CAMBUCI","RJ","03/2013","2944"
"330090","CAMBUCI","RJ","04/2013","2982"
"330090","CAMBUCI","RJ","05/2013","2985"
"330090","CAMBUCI","RJ","06/2013","2985"
"330090","CAMBUCI","RJ","07/2013","3019"
"330090","CAMBUCI","RJ","09/2013","3068"
"330090","CAMBUCI","RJ","08/2013","3032"
"330090","CAMBUCI","RJ","12/2013","3170"
"330090","CAMBUCI","RJ","10/2013","3099"
"330090","CAMBUCI","RJ","11/2013","3149"
"330090","CAMBUCI","RJ","12/2012","2950"
"330090","CAMBUCI","RJ","11/2012","2942"
"330090","CAMBUCI","RJ","10/2012","2929"
"330093","CARAPEBUS","RJ","08/2012","1679"
"330093","CARAPEBUS","RJ","02/2025","3712"
"330093","CARAPEBUS","RJ","01/2025","3717"
"330093","CARAPEBUS","RJ","03/2025","3692"
"330093","CARAPEBUS","RJ","05/2025","3769"
"330093","CARAPEBUS","RJ","06/2024","3972"
"330093","CARAPEBUS","RJ","12/2024","3817"
"330093","CARAPEBUS","RJ","11/2024","3810"
"330093","CARAPEBUS","RJ","10/2024","3797"
"330093","CARAPEBUS","RJ","09/2024","3791"
"330093","CARAPEBUS","RJ","08/2024","3831"
"330093","CARAPEBUS","RJ","07/2024","3828"
"330093","CARAPEBUS","RJ","05/2024","4006"
"330093","CARAPEBUS","RJ","04/2024","4056"
"330093","CARAPEBUS","RJ","03/2024","4077"
"330093","CARAPEBUS","RJ","02/2024","4051"
"330093","CARAPEBUS","RJ","01/2024","4089"
"330093","CARAPEBUS","RJ","12/2023","4297"
"330093","CARAPEBUS","RJ","11/2023","4284"
"330093","CARAPEBUS","RJ","10/2023","4277"
"330093","CARAPEBUS","RJ","09/2023","4266"
"330093","CARAPEBUS","RJ","08/2023","4240"
"330093","CARAPEBUS","RJ","07/2023","4216"
"330093","CARAPEBUS","RJ","06/2023","4179"
"330093","CARAPEBUS","RJ","05/2023","4134"
"330093","CARAPEBUS","RJ","03/2023","4131"
"330093","CARAPEBUS","RJ","04/2023","4112"
"330093","CARAPEBUS","RJ","02/2023","4104"
"330093","CARAPEBUS","RJ","01/2023","4066"
"330093","CARAPEBUS","RJ","12/2022","4043"
"330093","CARAPEBUS","RJ","11/2022","3868"
"330093","CARAPEBUS","RJ","10/2022","3823"
"330093","CARAPEBUS","RJ","09/2022","3723"
"330093","CARAPEBUS","RJ","08/2022","3630"
"330093","CARAPEBUS","RJ","07/2022","3498"
"330093","CARAPEBUS","RJ","06/2022","3416"
"330093","CARAPEBUS","RJ","05/2022","3359"
"330093","CARAPEBUS","RJ","04/2022","3302"
"330093","CARAPEBUS","RJ","03/2022","3134"
"330093","CARAPEBUS","RJ","02/2022","3140"
"330093","CARAPEBUS","RJ","01/2022","3073"
"330093","CARAPEBUS","RJ","07/2021","2842"
"330093","CARAPEBUS","RJ","06/2021","2811"
"330093","CARAPEBUS","RJ","05/2021","2792"
"330093","CARAPEBUS","RJ","08/2021","2862"
"330093","CARAPEBUS","RJ","09/2021","2889"
"330093","CARAPEBUS","RJ","11/2021","2996"
"330093","CARAPEBUS","RJ","02/2021","2680"
"330093","CARAPEBUS","RJ","12/2021","3040"
"330093","CARAPEBUS","RJ","04/2021","2743"
"330093","CARAPEBUS","RJ","03/2021","2692"
"330093","CARAPEBUS","RJ","10/2021","2914"
"330093","CARAPEBUS","RJ","01/2021","2677"
"330093","CARAPEBUS","RJ","01/2020","2489"
"330093","CARAPEBUS","RJ","02/2020","2352"
"330093","CARAPEBUS","RJ","03/2020","2371"
"330093","CARAPEBUS","RJ","04/2020","2395"
"330093","CARAPEBUS","RJ","05/2020","2477"
"330093","CARAPEBUS","RJ","06/2020","2600"
"330093","CARAPEBUS","RJ","08/2020","2737"
"330093","CARAPEBUS","RJ","09/2020","2749"
"330093","CARAPEBUS","RJ","12/2020","2670"
"330093","CARAPEBUS","RJ","07/2020","2695"
"330093","CARAPEBUS","RJ","11/2020","2655"
"330093","CARAPEBUS","RJ","10/2020","2766"
"330093","CARAPEBUS","RJ","01/2019","2345"
"330093","CARAPEBUS","RJ","02/2019","2386"
"330093","CARAPEBUS","RJ","03/2019","2408"
"330093","CARAPEBUS","RJ","04/2019","2391"
"330093","CARAPEBUS","RJ","05/2019","2422"
"330093","CARAPEBUS","RJ","06/2019","2467"
"330093","CARAPEBUS","RJ","07/2019","2473"
"330093","CARAPEBUS","RJ","09/2019","2390"
"330093","CARAPEBUS","RJ","08/2019","2484"
"330093","CARAPEBUS","RJ","11/2019","2463"
"330093","CARAPEBUS","RJ","12/2019","2490"
"330093","CARAPEBUS","RJ","10/2019","2433"
"330093","CARAPEBUS","RJ","01/2018","1923"
"330093","CARAPEBUS","RJ","02/2018","1941"
"330093","CARAPEBUS","RJ","03/2018","1922"
"330093","CARAPEBUS","RJ","05/2018","1990"
"330093","CARAPEBUS","RJ","04/2018","1961"
"330093","CARAPEBUS","RJ","06/2018","2099"
"330093","CARAPEBUS","RJ","08/2018","1973"
"330093","CARAPEBUS","RJ","09/2018","2077"
"330093","CARAPEBUS","RJ","12/2018","2328"
"330093","CARAPEBUS","RJ","10/2018","2209"
"330093","CARAPEBUS","RJ","07/2018","2106"
"330093","CARAPEBUS","RJ","11/2018","2337"
"330093","CARAPEBUS","RJ","03/2017","1906"
"330093","CARAPEBUS","RJ","06/2017","1991"
"330093","CARAPEBUS","RJ","02/2017","1901"
"330093","CARAPEBUS","RJ","05/2017","1936"
"330093","CARAPEBUS","RJ","01/2017","1896"
"330093","CARAPEBUS","RJ","07/2017","2021"
"330093","CARAPEBUS","RJ","04/2017","1924"
"330093","CARAPEBUS","RJ","10/2017","1806"
"330093","CARAPEBUS","RJ","11/2017","1845"
"330093","CARAPEBUS","RJ","08/2017","2051"
"330093","CARAPEBUS","RJ","12/2017","1899"
"330093","CARAPEBUS","RJ","09/2017","1742"
"330093","CARAPEBUS","RJ","01/2016","1987"
"330093","CARAPEBUS","RJ","03/2016","2001"
"330093","CARAPEBUS","RJ","04/2016","2025"
"330093","CARAPEBUS","RJ","02/2016","1987"
"330093","CARAPEBUS","RJ","05/2016","2055"
"330093","CARAPEBUS","RJ","06/2016","2069"
"330093","CARAPEBUS","RJ","07/2016","2091"
"330093","CARAPEBUS","RJ","09/2016","2101"
"330093","CARAPEBUS","RJ","10/2016","2117"
"330093","CARAPEBUS","RJ","12/2016","1892"
"330093","CARAPEBUS","RJ","08/2016","2104"
"330093","CARAPEBUS","RJ","11/2016","2133"
"330093","CARAPEBUS","RJ","01/2015","1998"
"330093","CARAPEBUS","RJ","03/2015","1996"
"330093","CARAPEBUS","RJ","04/2015","2020"
"330093","CARAPEBUS","RJ","05/2015","2034"
"330093","CARAPEBUS","RJ","06/2015","2041"
"330093","CARAPEBUS","RJ","08/2015","2027"
"330093","CARAPEBUS","RJ","11/2015","2068"
"330093","CARAPEBUS","RJ","07/2015","2020"
"330093","CARAPEBUS","RJ","02/2015","1997"
"330093","CARAPEBUS","RJ","12/2015","2089"
"330093","CARAPEBUS","RJ","10/2015","2057"
"330093","CARAPEBUS","RJ","09/2015","2049"
"330093","CARAPEBUS","RJ","01/2014","1964"
"330093","CARAPEBUS","RJ","04/2014","2003"
"330093","CARAPEBUS","RJ","05/2014","2024"
"330093","CARAPEBUS","RJ","06/2014","2040"
"330093","CARAPEBUS","RJ","03/2014","1986"
"330093","CARAPEBUS","RJ","02/2014","1975"
"330093","CARAPEBUS","RJ","07/2014","2044"
"330093","CARAPEBUS","RJ","08/2014","2069"
"330093","CARAPEBUS","RJ","09/2014","2074"
"330093","CARAPEBUS","RJ","12/2014","2088"
"330093","CARAPEBUS","RJ","10/2014","2076"
"330093","CARAPEBUS","RJ","11/2014","2083"
"330093","CARAPEBUS","RJ","01/2013","1808"
"330093","CARAPEBUS","RJ","02/2013","1812"
"330093","CARAPEBUS","RJ","03/2013","1826"
"330093","CARAPEBUS","RJ","04/2013","1838"
"330093","CARAPEBUS","RJ","05/2013","1860"
"330093","CARAPEBUS","RJ","06/2013","1866"
"330093","CARAPEBUS","RJ","07/2013","1897"
"330093","CARAPEBUS","RJ","09/2013","1921"
"330093","CARAPEBUS","RJ","08/2013","1904"
"330093","CARAPEBUS","RJ","12/2013","1962"
"330093","CARAPEBUS","RJ","10/2013","1933"
"330093","CARAPEBUS","RJ","11/2013","1952"
"330093","CARAPEBUS","RJ","12/2012","1795"
"330093","CARAPEBUS","RJ","11/2012","1778"
"330093","CARAPEBUS","RJ","10/2012","1760"
"330093","CARAPEBUS","RJ","09/2012","1743"
"330095","COMENDADOR LEVY GASPARIAN","RJ","08/2012","1119"
"330095","COMENDADOR LEVY GASPARIAN","RJ","02/2025","1913"
"330095","COMENDADOR LEVY GASPARIAN","RJ","01/2025","1907"
"330095","COMENDADOR LEVY GASPARIAN","RJ","03/2025","1917"
"330095","COMENDADOR LEVY GASPARIAN","RJ","05/2025","1948"
"330095","COMENDADOR LEVY GASPARIAN","RJ","12/2024","1958"
"330095","COMENDADOR LEVY GASPARIAN","RJ","11/2024","1967"
"330095","COMENDADOR LEVY GASPARIAN","RJ","10/2024","1962"
"330095","COMENDADOR LEVY GASPARIAN","RJ","09/2024","1951"
"330095","COMENDADOR LEVY GASPARIAN","RJ","08/2024","2004"
"330095","COMENDADOR LEVY GASPARIAN","RJ","07/2024","2002"
"330095","COMENDADOR LEVY GASPARIAN","RJ","05/2024","2098"
"330095","COMENDADOR LEVY GASPARIAN","RJ","04/2024","2112"
"330095","COMENDADOR LEVY GASPARIAN","RJ","03/2024","2122"
"330095","COMENDADOR LEVY GASPARIAN","RJ","06/2024","2076"
"330095","COMENDADOR LEVY GASPARIAN","RJ","02/2024","2112"
"330095","COMENDADOR LEVY GASPARIAN","RJ","01/2024","2120"
"330095","COMENDADOR LEVY GASPARIAN","RJ","12/2023","2174"
"330095","COMENDADOR LEVY GASPARIAN","RJ","11/2023","2175"
"330095","COMENDADOR LEVY GASPARIAN","RJ","10/2023","2152"
"330095","COMENDADOR LEVY GASPARIAN","RJ","09/2023","2128"
"330095","COMENDADOR LEVY GASPARIAN","RJ","08/2023","2093"
"330095","COMENDADOR LEVY GASPARIAN","RJ","07/2023","2084"
